smiles,epsilon_LUMO
C[C@H]1CC[C@@]12O[C@H]2CO,1.7632977962493896
C#CC[C@@H]1CC[C@@H]1C=O,-0.6966114640235901
C#CCC[N@H+](C)CC=O,-0.7782456278800964
CC1(C)C[C@H]2[C@@H](CO)[C@H]21,2.1279304027557373
NC(=O)N[C@H]1C[N@H+]2C[C@@H]12,1.4013863801956177
C#C[C@@H](C=O)OC1CC1,-1.0721286535263062
C#Cc1cc(C)c(C)o1,-0.3755171298980713
Cc1ccc(N2CC2)o1,0.5959293246269226
C1[C@H]2[C@@H]1[C@@]1([C@H]3CO3)C[C@@H]21,1.9592196941375728
C[C@@H]1C[C@]1(C)[C@@H](C)CO,2.1143245697021484
C#C[C@H](OC)C(=O)CC,-0.7972936034202576
CO[C@H]1[C@H]2O[C@@H](C#N)[C@H]21,-0.0734707415103912
CC[C@@H](O)CC(=O)NC,1.0476382970809937
C#CC(=O)[C@@H](C)[NH+](C)C,-1.507510781288147
CC(C)[C@@H](C=O)C(N)=O,-1.262608289718628
Cc1cnc(NC=O)[nH]1,-0.2557870149612427
CC(=O)C[C@@]1(C)C[N@@H+]1C,-0.269392728805542
O[C@H]1C[C@H]2C[C@@H]3OC[C@]231,1.766018986701965
C#C[C@H](C)[C@H]1O[C@H]1CO,1.1592049598693848
C[C@H]1CO[C@H](C(N)=O)C1,0.9523984789848328
O[C@@H]1/C=C\C=C/C/C=C\1,-0.2666715979576111
[CH+]1[NH2+]C[C@]2(O1)[C@@H]1CC[C@@H]12,0.6612366437911987
C#CC[C@@]1(C)[C@H](C)[C@@H]1C,1.4285976886749268
CC(C)C1=CC[C@H]2N[C@@H]12,0.6258618831634521
N#C[C@@H]1C[C@@]1(N)C#N,-0.3864016830921173
O=C1N[C@H]2C[C@H]3[C@@H](O1)[C@H]32,1.4013863801956177
O=C[C@@]1(O)[C@H](O)[C@@H]1CO,-0.8326684236526489
Cc1ccc(O)c(O)n1,-0.3319788873195648
OCC[NH+]1CC2(CO2)C1,1.6707791090011597
O=CC[C@@]12C[C@@H](N1)C2=O,-0.7537553906440735
C[N@@H+]1[C@@H]2[C@H](C#N)NC[C@@H]21,0.6966114640235901
c1ncn(C[C@H]2CN2)n1,0.1741528660058975
N#C[C@@]12N[C@@H]1C=C[C@@H]2N,-0.4898049235343933
C1OC[C@]23O[C@H]2C[C@@H]3O1,2.174189567565918
C#C[C@]12CC=C[C@@]1(O)C2,0.1605471819639206
N#C[C@H]1O[C@H]2CO[C@@H]1C2,0.39456507563591
C[C@@]1(O)[C@H]2N[C@@H]1[C@@]21CN1,1.9156816005706787
COC(=O)[C@H](C#N)CN,-0.2449024617671966
C[C@H]1C=C[C@H]2C34OC23[C@H]14,0.1714317351579666
O[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,1.7850669622421265
C[C@@]12[C@H]3CCO[C@@H]1[C@@H]2C3,2.263987302780152
C#C[C@@H]1COC([NH-])[C@H]1O,0.2503447532653808
OC[C@]12[C@@H]3[N@H+]1[C@@H]1[C@H]2[C@]31O,1.463972568511963
CCN1C(=O)[C@]2(C)C[C@H]12,0.5578334331512451
Oc1cc(N2CC2)n[nH]1,1.25444495677948
O=C1Cn2cncc2O1,-0.8626009225845337
C[C@H]1C[C@@]2(C)C[C@@H]3[C@H]2[N@@H+]31,2.4354190826416016
CC(=O)[C@H]1C[C@H]2[C@@H](O)[C@H]21,-0.7782456278800964
OC[C@]12C[C@@H]3[C@H](C1)[N@@H+]32,1.5347222089767456
C[C@]12CNC1=CC(=O)N2,-0.4027284979820251
CC[C@]1(C)[C@H]2C[N@@H+]3[C@H]2[C@@H]31,2.1633050441741943
C#C[C@@]12OC[C@@H]1C[C@@H]2C,0.5496699810028076
CO[C@H]1[C@H]2O[C@@H]3[C@H]2[C@@]31O,1.9047969579696653
C[C@@H]1[C@@H]2[C@H](O)[C@@H]3[C@H]1[N@H+]23,1.5809814929962158
C[N@H+]1CC(=O)[C@H]2C[C@]21C,-0.3292577564716339
NC(=O)[C@H]1CC12COC2,0.6149773597717285
C#C[C@]12C[C@H]1[N@H+](C)[CH+][NH2+]2,0.653073251247406
[NH-]c1cc(F)[nH+]cc1N,0.0571439079940319
COC[C@@H](C)[C@H]1CCO1,2.2830352783203125
C[C@]12N[C@H]1[C@@H](O)[C@H]2C=O,-0.8217839002609253
C[C@H]1[C@@H](O)[C@H]2C[C@]1(C)O2,1.820441722869873
CC#C[C@@H](C)C1CC1,1.684384822845459
C[C@]1(CO)C=CC(=O)O1,-1.3551270961761477
C1O[C@]12[C@@H]1N[C@H]2[C@@H]2N[C@@H]21,1.9564987421035769
C#CC(=O)[C@@H](C)CC=O,-1.863979816436768
O[C@H]1CC=C2CCO[C@H]21,0.4190553426742553
O=C1CCc2ocnc21,-0.9986578226089478
[CH+]1[NH2+]C[C@]2(O1)[C@H]1C[C@@H]2C1,0.6830058097839355
C[C@H]1[C@H]2N[C@@]2(C=O)[C@H]1C,-0.897975742816925
C[C@@]12C[C@@H](OC=O)[C@@H]1C2,0.2829984128475189
N#C[C@H](O)c1ccco1,-0.5551123023033142
O=CNC1=CCC[C@@H]1O,-0.1469414830207824
COCCCCCO,2.1633050441741943
CCNC1=C(C)[CH-]CO1,-0.5170162916183472
C[CH+]1C=CC([NH-])OC1O,-0.9034180045127868
O=C1C(=O)[C@H]2CC[C@@H]1N2,-2.266708374023437
NC(=O)[C@H]1O[C@H]1C1CC1,0.2312967926263809
C#CCc1c[nH]nc1C,0.6775635480880737
N#CC(=O)c1nc[nH]n1,-2.767397880554199
C[C@H]1N[C@]2(C[C@H]2O)C1=O,-0.7455919981002808
CCC1(C)C23CC12O3,2.318409919738769
COCCn1cnnc1,0.4408244490623474
C#C[C@]12[C@H]3[C@@H]4[C@H]([N@H+]31)[C@@]42O,0.3238154947757721
O=C[C@]12C=C[C@H](C1)[C@@H]2O,-0.8326684236526489
O=C[C@@H]1[C@@H]2C[C@H]1OC2=O,-1.4612513780593872
CC[C@@](C)(OC)C(C)C,2.02724838256836
O=C1OCCC=C1CO,-1.0394748449325562
O=CN1C[C@H]2[C@@H]1[C@H]1C[N@H+]12,0.4734781086444855
CC[C@H]1C[C@]1(O)CCO,1.8422107696533203
OC[C@@H]1[C@@H]2[C@@H]3C[C@@H]3[C@H]12,2.081670999526977
C1O[C@@H]2[C@@H]3[C@H]1[C@]21OC[C@@H]31,1.5374432802200315
C[C@]12CC(=O)[C@@]1(C#N)N2,-1.2762140035629272
[NH-]C1=C[CH-][C@@H](O)CCO1,-0.968725323677063
C[NH2+][C@@H](C)OC(C)=O,0.0380959399044513
O=C1[C@H]2[C@@H](CO)[C@H]2[C@@H]1O,-0.6884480714797974
C[C@@H](O)[C@H]1[C@H]2C[C@@H](O)[C@H]21,1.6544523239135742
CC[C@@H](C)[C@@H](CC)OC,2.1986799240112305
C[C@@H]1C(=O)[C@@H]2N[C@@H]2[C@@H]1O,-0.6585155129432678
O=CCc1ccncn1,-1.4367611408233645
CC[C@H]1C[C@@H](CO)CO1,2.0952765941619877
N#C[C@H]1C[N@H+]2CC=C[C@@H]12,-0.0163268316537141
CC(=O)NCC[C@H]1CO1,0.9115814566612244
N#C[C@@H]1C[C@@H](O)C[C@H]1O,0.9796098470687866
CNC(=O)COC(C)C,1.1183879375457764
C[C@H]1C[C@]12C=CCCC2,0.8707643747329712
N#CC1(O)CCCC1,0.6040927767753601
CC[C@]12[C@@H](O)[C@@H]3C14OC342,1.929287314414978
O[C@H]1[C@@H]2CC=C[C@H]1CC2,0.6394675374031067
C[C@H]1C[C@]2(C=O)[C@H]1[C@@H]2C,-0.4136130809783935
CCOC(=O)NC,1.8503743410110476
CCC(=O)[C@H]1OC[C@H]1O,-0.723822832107544
C1=C[C@H]2[C@@H]3OCO[C@H]2[C@H]13,0.2176910936832428
CCc1conc1CC,-0.0925187095999717
CC#CC(=O)OCCO,-0.987773299217224
C[C@]12CO[C@H]1[C@@H](CO)N2,1.665336847305298
N#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,0.0761918798089027
CC1(C)CCOCO1,2.136093854904175
O=C1OC[C@@H]1NCCO,0.2557870149612427
N#C[C@@]1(O)[C@@H]2N[C@@H]2[C@@H]1N,0.2040853947401046
C#C[C@H](C)[C@H]1COC1=O,0.1659894436597824
COCCC1(CO)CC1,2.024527072906494
O=CC[C@@]1(O)[C@@H]2OC[C@@H]21,-0.6340252757072449
C[C@@]1(C=O)OCOC1[NH-],-1.096618890762329
C[C@H]1C[C@H]2C[C@]1(O)C2,2.0599019527435303
CC(=O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,-0.653073251247406
C[N@@H+](CC=O)C1CC1,-0.6612366437911987
CCc1ccnc(O)c1,-0.4408244490623474
C#C[C@@H]1C[C@H](C)[C@@]1(C)O,1.306146502494812
C[C@H]1C=CC[C@@H]2C[C@H]1O2,0.7646399736404419
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,-0.5687179565429688
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,2.005479335784912
C[C@]12CC[C@H]1CC(=O)C2,-0.348305732011795
O=C1OCC=CC[C@@H]1O,-0.2639504373073578
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,-0.0761918798089027
C[C@@H]([NH-])OC(=O)C=O,-2.571475982666016
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,2.106161117553711
OC[C@H]1[C@@H]2CO[C@H]1C2,1.9510563611984253
Cn1c(CO)cnc1O,1.43948233127594
CO[C@H]1C[C@@H](O)[C@@]12CN2,1.7932302951812744
C[C@H]1C[C@H]2C[C@]21CC#N,0.8898122906684875
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,-0.2095276713371276
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,-1.0095423460006714
CC[C@](C)(C=O)CO,-0.4761992394924164
CC[C@]12O[C@H]1C=C[C@H]2O,-0.3183732032775879
C#C[C@H]1C=CC[C@@]12CN2,0.3836805522441864
C[C@H]1CCN(C)C(=O)O1,1.53200101852417
CC1(C)[C@H](C=O)C[C@@H]1O,-0.6258618831634521
C[C@@]1(CO)C[C@H]1[C@H]1CO1,1.9673832654953003
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,2.1633050441741943
O[C@@H]1C=CC2(CC2)C1,0.3347000479698181
N#CCCC1C23CC12O3,0.8272261619567871
C[C@@]1(C#N)OC[C@H]2O[C@H]21,0.3782382607460022
C[C@H]1O[C@@]12COC([NH-])C2,0.6721212267875671
C#C[C@]1(CC)C[C@H]2O[C@H]21,1.194579839706421
C#CC1=CC(=O)NCC1,-1.619077444076538
C[C@H](C=O)CCO,-0.538785457611084
CN1CCOC1=O,1.5020685195922852
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,-0.8571586608886719
C[C@@]1(O)CC[C@H]1C=O,-0.723822832107544
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,0.6258618831634521
C[C@H]1N[C@@]12COC21CC1,1.812278389930725
COC(=O)[C@H]1N[C@H]1C#N,-0.5714390873908997
N=CNc1cnon1,-1.1319936513900757
C#CC[C@@H]1O[C@@H]1CC=O,-0.8381106853485107
O=CN1CCCNC1=O,-0.0870764330029487
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,-0.3564691543579101
Cc1c[nH]c(N)c1C,1.6163562536239624
CC1(NC(=O)C=O)CC1,-2.0653443336486816
CC1(C)[C@@H]2C[C@H]1OC2=O,0.3972862362861633
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,-0.8462740778923035
C[C@@]1(C[C@@H](O)C=O)CN1,-0.5496699810028076
N#Cc1c[nH]cc1N,-0.0653073266148567
O=c1ncc(CO)no1,-2.914339542388916
CC(C)[C@H]1C[C@@H](O)C1=O,-0.7292650938034058
CCC(=O)C(=O)N(C)C,-1.2707717418670654
CNc1ncoc1C,0.3972862362861633
CC(C)(O)CCCCO,1.760576605796814
NC(=O)C1=CCCCC1,-0.4653147161006927
C#C[C@@H](CC#N)C1CC1,0.8435529470443726
CN(C)C(=O)[C@H]1CCO1,0.6585155129432678
N#CC#C[C@H](C#N)CN,-1.6517311334609983
NC(=O)N1[C@@H]2C=CC[C@@H]21,0.0462593547999858
C#C[C@@]1(C)[C@H](O)[C@@H]1C,1.3823384046554563
C#C[C@@](N)(C#N)CCC,0.0761918798089027
CC1=CN(C=O)C[C@H]1O,-0.2503447532653808
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,2.50888991355896
N#CCNc1ncon1,-0.7673611044883728
C[C@H]1CCC[C@H]1C=O,-0.4843626618385315
CC1=CCCNCC1=O,-1.3034253120422363
N#C[C@@H]1OC(=O)C[C@@H]1N,-0.3510268926620483
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,-0.4000073671340942
C#C[C@H](CC(N)=O)OC,0.5251797437667847
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,2.087113380432129
C#C[C@@]12C[C@@H]1CO[C@@H]2C,1.2217912673950195
CCOC(=O)C1CCC1,0.3564691543579101
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,2.1116034984588623
CCN[C@H](C#N)CNC,0.9197447896003724
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,0.8027358651161194
CCCC[N@@H+](C)CC#N,0.6449098587036133
CC1(C)C[C@]12C[C@H](C)C2,2.3347368240356445
O=C1N[C@H]2CO[C@@H]12,0.1578260362148285
C[C@H]1O[C@H]1[C@H]1CCC1=O,-0.6340252757072449
CN[C@@H](C=O)[C@@H](C)C#N,-1.2000221014022827
C[NH2+]C1C[C@@H](CO)CO1,0.9768887758255004
CO[C@]12C=CC[C@H]1[C@H]2O,0.1714317351579666
O=C1C=CC(=O)[C@@H]2C[C@H]12,-2.5578701496124268
COc1coc(C#N)c1,-1.2054643630981443
CC1(C)[C@H](C#N)[C@@H]1O,0.721101701259613
O=C1CC[C@H](CO)CN1,0.949677348136902
CC[C@H]1CO[C@H]1CC#N,0.8925334811210632
[NH-]C1OC=C(N)N=C1F,-1.719759464263916
C#CC#C[C@@H]1C[N@@H+]1C,-0.6176984906196594
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,2.3211312294006348
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,-0.0517016351222991
Cc1[nH]c(O)nc1CO,1.0748498439788818
Cn1nnc(O)nc1=O,-2.48984169960022
O=CC[C@H]1OC12CCC2,-0.6775635480880737
N#C[C@H]1CCC2(CC2)C1,1.0503594875335691
OCC#Cc1cn[nH]n1,-0.6830058097839355
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,0.946956217288971
NCc1nc(N)co1,0.2367390543222427
Cc1ccc(CCO)o1,0.6476309895515442
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,0.7646399736404419
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,0.359190285205841
O=Cc1ccn[nH]c1=O,-2.794609308242798
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,2.193237781524658
O=C[C@H](O)CC#CCO,-1.2952619791030884
CC[NH2+]C(C)OCCO,0.7510342597961426
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,-0.8925334811210632
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,-0.2340179234743118
CC1=C[C@H]2CC[C@H]2C1,0.8952546119689941
N#CC[C@]1(O)COC1[NH-],-0.0870764330029487
C#CCOc1nn[nH]n1,-0.8734854459762573
CC[C@@H](C)O[C@@H](C)CO,1.953777551651001
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,2.024527072906494
CC(=O)[C@]12C[C@H]1NC2=O,-0.7891301512718201
C#CC[C@@]1(C)C[C@@H]1CC,1.447645664215088
C#CC1(CCCC)CC1,1.5374432802200315
NC1=CC(=O)NC12CC2,-0.0979609861969947
NC(=O)[C@@H](O)COC=O,-0.326536625623703
NC(=O)[C@]12CO[C@H](C1)C2,0.6095350384712219
CNC1=CC(C)[C@H](C)O1,-0.4789204001426697
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,0.8489952087402344
C[C@H](C=O)CC[NH+]1CC1,-0.5170162916183472
FC(F)(F)c1ccno1,-1.2027432918548584
C[C@H]1[N@H+]2C[C@H]2CC12CC2,2.410928726196289
C[C@]12OCC(=O)[C@H]1[C@H]2O,-0.5687179565429688
Nc1[nH]ncc1CC=O,-0.8517163991928101
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,1.619077444076538
Cn1cc(N)cc1CO,1.1619261503219604
CCN[C@@H]1C([NH-])O[C@@H]1C,0.7156594395637512
CN(C=N)c1ccon1,-0.4680358469486236
OC1C=C2[C@@H]3C[C@@H]3N2N1,-0.0625861883163452
C[C@H]1CC([NH-])NC(=O)O1,-0.1932008415460586
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,-1.5292799472808838
C[C@@]1(C=O)[NH2+][CH+]OC1=O,-1.499347448348999
CCOC1(C#N)COC1,0.1795951426029205
Nc1nc(=O)c(F)no1,-1.8095571994781492
O=C1N[C@H](CO)[C@@H]2CN12,0.9714465141296388
C#C[C@H]1OCC12CCC2,0.5279008746147156
C1COCC2(C1)CCC2,2.1986799240112305
C#C[C@@H]1[C@H](O)C[C@H]1NO,-0.2312967926263809
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,0.7156594395637512
CCC[C@H]1OCOC1[NH-],0.5551123023033142
N#C[C@@H]1C[C@H](NO)[C@@H]1O,-0.6830058097839355
CCO/C(=N/C)NC=O,-0.2639504373073578
ONc1c[cH+]oc(F)c1,-0.7265439629554749
COC[C@H]1OCC[C@H]1C,2.106161117553711
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,1.8667010068893437
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,0.2449024617671966
C[NH2+][CH+]OCC=O,-1.1075034141540527
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,2.6150143146514893
CN(C=O)[C@H]1CCOC1,0.7265439629554749
NC(=O)c1ccc(N)[nH]1,-0.2476236224174499
C1=CCc2[nH]cnc2C1,0.7809667587280273
O=C1CCCOCOC1,-0.4381033182144165
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,-0.2966040968894958
CC[C@@H](C)c1ccno1,-0.1278935074806213
CN1CCc2n[nH]cc21,0.7483131289482117
Cc1c[nH]nc(C)c1=O,-0.8190627098083496
C#CCC#CCC1CC1,1.1102246046066284
N#CC[C@@H]1[C@H](O)C[C@@H]1O,1.1292724609375
O=c1cccco1,-1.6326831579208374
CC(=O)c1cncnc1,-2.087113380432129
C#C[C@]1(C)C[C@]1(C)C#N,0.5877659320831299
C#Cc1cc(N)on1,-0.606813907623291
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,0.7347074151039124
CCOc1n[nH]nc1C,0.2585081458091736
O[C@]12CCC[NH2+][C@H]1OC2,0.30204638838768
C[N@H+]1C[C@H]1COCC=O,-0.8081781268119812
C[C@@H](CCO)C(=O)C#N,-2.318409919738769
N=CN1CC(=O)CC1=O,-1.4204343557357788
C[C@H]1OC(=O)N[C@H]1C=O,-1.398665189743042
O[C@]12C[C@H]1C=C1CC[C@H]12,0.3918439447879791
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,2.204122304916382
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,-0.829947292804718
C[C@@]12CC(=O)CO[C@@H]1C2,-0.4816415309906006
OC[C@H]1CC[C@H]2C[C@@H]1C2,2.049017429351806
C[C@H]1N[C@@]12CCCC2=O,-0.6394675374031067
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,0.3782382607460022
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,1.6735002994537354
OC[C@H]1CC[C@@H](O)C1,1.9238449335098269
N#CCC[C@]1(CO)CO1,0.949677348136902
C[C@H]1[C@@H](C#N)[C@H]1C#N,-0.2585081458091736
CCC#C[C@H]1[C@H]2CC[C@@H]12,1.5047897100448608
CCC1=C(C#N)COC1,-1.1891374588012695
CC[C@]12C[C@](C#N)(C1)N2,0.3074886798858642
CC1=C[C@H]2C[C@]1(C=O)C2,-0.6775635480880737
C[C@H]1NC(=O)N[C@H]2C[C@H]21,1.608192801475525
O=CO[C@H]1CCNC1=O,-0.0027211385313421
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,-1.3605693578720093
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,0.4272187352180481
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,0.4761992394924164
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,-1.2952619791030884
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,-1.077570915222168
C[C@H]1CC[C@]1(O)CC#N,0.6449098587036133
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,1.2517237663269043
C[C@H]1OC([NH-])[C@]1(C)C#N,-0.0761918798089027
OCC[C@@]1(O)C[N@H+]2C[C@H]21,1.5864237546920776
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,2.049017429351806
COC[C@]12CO[C@H]1CN2,1.6381254196166992
C[C@H]1C[C@H]2CC[C@]21O,2.087113380432129
O=C1C[C@H]2O[C@H]2CN1,0.8517163991928101
OCC#CC12C[NH+](C1)C2,0.4952472448348999
O=COCc1cnco1,-0.6721212267875671
N[C@@]1(CCO)COC1=O,0.1006821244955062
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,-0.405449628829956
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,1.1075034141540527
c1nc([C@H]2CCO2)co1,0.0843552947044372
CC(C)N(C)C(=N)C=O,-1.8149993419647217
C#CCc1nc(O)no1,-0.699332594871521
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,-0.5034106373786926
CC#C[C@H]1C[C@H](CC)C1,1.5728180408477783
C[NH2+]C1COC(=O)N1C,-0.0380959399044513
C[C@H]1C[C@@H](O)C=CCO1,0.1795951426029205
N#C[C@H]1NC[C@H]2CN[C@H]21,0.7700822353363037
C#CCc1cc[nH]n1,0.5442277193069458
C#C[C@@]1(C=O)C[C@@H]1O,-1.126551389694214
CC[C@]12O[C@H]1C=CC2=O,-1.953777551651001
O=c1cncn[nH]1,-2.394601821899414
CC[C@]12C[C@H](CO1)CO2,2.3510637283325195
O[C@H]1[C@@H]2CC[C@@]1(O)C2,1.836768627166748
CC1=NOC([NH-])=C[CH+]1C,-1.733365178108215
O=C1CC2(CO2)C1,-0.8408318161964417
CC1=CC[C@@H]2O[C@H]1C2=O,-0.5251797437667847
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,1.869422197341919
CNC(=O)CO[CH+][NH-],0.2367390543222427
CC[C@H]1OC[C@H]1CC#N,0.7891301512718201
O=C[C@H](CO)OCCO,-1.0585229396820068
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,-1.2598872184753418
CC(C)(C#N)C1(O)CC1,0.9034180045127868
CC[C@]12C[C@H]1[C@H]1C[C@H]12,2.2966408729553223
NC(=O)c1ncccn1,-1.5837026834487915
O=C[C@H]1OCOC12CC2,-0.9006969332695007
O[C@H]1CC[C@]2(CO2)C1,1.7905092239379885
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,1.5673757791519165
CCC#Cc1cocn1,-0.3102098107337951
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,2.42997670173645
CO[C@H]1CCOC1(C)C,2.1197669506073
O[C@@H]1[C@H](O)[C@]12CCCO2,1.34696364402771
C1=Cc2[nH]nnc2OC1,-1.1483204364776611
O[C@H]1CCC[C@H]2N[C@@H]12,1.877585530281067
CC(=O)[C@H]1OC([NH-])[C@H]1O,-1.4558091163635254
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,2.345621347427368
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,-0.4462667405605316
C[C@@H]1CC[C@H](C)N1C=O,0.7755244970321655
N#C[C@H]1CCCCN1,0.7864090204238892
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,1.3388001918792725
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,1.9020757675170896
NC1=CN[C@@H]2[C@@H](O)CN12,0.7347074151039124
Nc1nn[nH]c1[C@H]1CN1,-0.1714317351579666
CCCO[C@@H](C)[C@H]1CO1,2.372832775115967
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,0.4816415309906006
O[C@H]1C[C@H]2CCC[C@@H]1C2,1.937450647354126
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,2.525216579437256
C#C[C@H](O)[C@H](C=O)CC,-0.7673611044883728
