smiles,R^2
Cc1cnc(NC=O)[nH]1,1251.755615234375
CC(=O)C[C@@]1(C)C[N@@H+]1C,1492.764404296875
O[C@H]1C[C@H]2C[C@@H]3OC[C@]231,1024.562255859375
C#C[C@H](C)[C@H]1O[C@H]1CO,1467.7271728515625
C[C@H]1CO[C@H](C(N)=O)C1,1289.5794677734375
O[C@@H]1/C=C\C=C/C/C=C\1,1148.4266357421875
[CH+]1[NH2+]C[C@]2(O1)[C@@H]1CC[C@@H]12,1072.0638427734375
C#CC[C@@]1(C)[C@H](C)[C@@H]1C,1414.5767822265625
CC(C)C1=CC[C@H]2N[C@@H]12,1279.62255859375
N#C[C@@H]1C[C@@]1(N)C#N,953.0072021484376
O=C1N[C@H]2C[C@H]3[C@@H](O1)[C@H]32,921.9224243164062
O=C[C@@]1(O)[C@H](O)[C@@H]1CO,1208.6175537109375
Cc1ccc(O)c(O)n1,1169.5533447265625
OCC[NH+]1CC2(CO2)C1,1502.91357421875
O=CC[C@@]12C[C@@H](N1)C2=O,1176.466064453125
C[N@@H+]1[C@@H]2[C@H](C#N)NC[C@@H]21,1051.48681640625
c1ncn(C[C@H]2CN2)n1,1313.177490234375
N#C[C@@]12N[C@@H]1C=C[C@@H]2N,1026.1856689453125
C1OC[C@]23O[C@H]2C[C@@H]3O1,964.951416015625
C#C[C@]12CC=C[C@@]1(O)C2,1037.269775390625
N#C[C@H]1O[C@H]2CO[C@@H]1C2,944.486083984375
C[C@@]1(O)[C@H]2N[C@@H]1[C@@]21CN1,1072.916748046875
COC(=O)[C@H](C#N)CN,1384.5657958984375
C[C@H]1C=C[C@H]2C34OC23[C@H]14,1022.5198974609376
O[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,654.640625
C[C@@]12[C@H]3CCO[C@@H]1[C@@H]2C3,1017.60888671875
C#C[C@@H]1COC([NH-])[C@H]1O,1180.747802734375
OC[C@]12[C@@H]3[N@H+]1[C@@H]1[C@H]2[C@]31O,1082.063720703125
CCN1C(=O)[C@]2(C)C[C@H]12,1224.883056640625
Oc1cc(N2CC2)n[nH]1,1266.294189453125
O=C1Cn2cncc2O1,1006.4736938476562
C[C@H]1C[C@@]2(C)C[C@@H]3[C@H]2[N@@H+]31,1067.168701171875
CC(=O)[C@H]1C[C@H]2[C@@H](O)[C@H]21,1131.22705078125
OC[C@]12C[C@@H]3[C@H](C1)[N@@H+]32,848.6879272460938
C[C@]12CNC1=CC(=O)N2,1040.744384765625
CC[C@]1(C)[C@H]2C[N@@H+]3[C@H]2[C@@H]31,1135.6468505859375
C#C[C@@]12OC[C@@H]1C[C@@H]2C,1093.0657958984375
CO[C@H]1[C@H]2O[C@@H]3[C@H]2[C@@]31O,1048.319091796875
C[C@@H]1[C@@H]2[C@H](O)[C@@H]3[C@H]1[N@H+]23,790.6331787109375
C[N@H+]1CC(=O)[C@H]2C[C@]21C,1123.9598388671875
NC(=O)[C@H]1CC12COC2,1224.3870849609375
C#C[C@]12C[C@H]1[N@H+](C)[CH+][NH2+]2,1152.3575439453125
[NH-]c1cc(F)[nH+]cc1N,1142.758544921875
COC[C@@H](C)[C@H]1CCO1,1660.6859130859375
C[C@]12N[C@H]1[C@@H](O)[C@H]2C=O,1065.3931884765625
C[C@H]1[C@@H](O)[C@H]2C[C@]1(C)O2,1074.9869384765625
CC#C[C@@H](C)C1CC1,1381.244140625
C[C@]1(CO)C=CC(=O)O1,1124.6351318359375
C1O[C@]12[C@@H]1N[C@H]2[C@@H]2N[C@@H]21,896.0687866210938
C#CC(=O)[C@@H](C)CC=O,1511.2374267578125
O[C@H]1CC=C2CCO[C@H]21,1028.8673095703125
O=C1CCc2ocnc21,1001.88671875
[CH+]1[NH2+]C[C@]2(O1)[C@H]1C[C@@H]2C1,1008.8970947265624
C[C@H]1[C@H]2N[C@@]2(C=O)[C@H]1C,1218.42724609375
C[C@@]12C[C@@H](OC=O)[C@@H]1C2,1472.8302001953125
N#C[C@H](O)c1ccco1,1141.2818603515625
O=CNC1=CCC[C@@H]1O,1287.1451416015625
COCCCCCO,2241.71142578125
CCNC1=C(C)[CH-]CO1,1459.4002685546875
C[CH+]1C=CC([NH-])OC1O,1156.7978515625
O=C1C(=O)[C@H]2CC[C@@H]1N2,938.373291015625
NC(=O)[C@H]1O[C@H]1C1CC1,1331.6385498046875
C#CCc1c[nH]nc1C,1220.88818359375
N#CC(=O)c1nc[nH]n1,1092.1962890625
C[C@H]1N[C@]2(C[C@H]2O)C1=O,1161.253662109375
CCC1(C)C23CC12O3,947.1489868164062
COCCn1cnnc1,1662.4305419921875
C#C[C@]12[C@H]3[C@@H]4[C@H]([N@H+]31)[C@@]42O,960.4144897460938
O=C[C@]12C=C[C@H](C1)[C@@H]2O,1027.35498046875
O=C[C@@H]1[C@@H]2C[C@H]1OC2=O,1051.6724853515625
CC[C@@](C)(OC)C(C)C,1380.8121337890625
O=C1OCCC=C1CO,1203.4974365234375
O=CN1C[C@H]2[C@@H]1[C@H]1C[N@H+]12,1070.098876953125
CC[C@H]1C[C@]1(O)CCO,1824.030517578125
OC[C@@H]1[C@@H]2[C@@H]3C[C@@H]3[C@H]12,974.4439697265624
C1O[C@@H]2[C@@H]3[C@H]1[C@]21OC[C@@H]31,915.1890258789062
C[C@]12CC(=O)[C@@]1(C#N)N2,1063.198486328125
[NH-]C1=C[CH-][C@@H](O)CCO1,1219.8126220703125
C[NH2+][C@@H](C)OC(C)=O,1161.1031494140625
O=C1[C@H]2[C@@H](CO)[C@H]2[C@@H]1O,1212.2852783203125
C[C@@H](O)[C@H]1[C@H]2C[C@@H](O)[C@H]21,1187.576904296875
CC[C@@H](C)[C@@H](CC)OC,1663.9522705078125
C[C@@H]1C(=O)[C@@H]2N[C@@H]2[C@@H]1O,1035.916259765625
O=CCc1ccncn1,1284.633056640625
CC[C@H]1C[C@@H](CO)CO1,1585.1873779296875
N#C[C@H]1C[N@H+]2CC=C[C@@H]12,1058.5611572265625
CC(=O)NCC[C@H]1CO1,1887.135986328125
N#C[C@@H]1C[C@@H](O)C[C@H]1O,1293.23583984375
CNC(=O)COC(C)C,1784.337158203125
C[C@H]1C[C@]12C=CCCC2,1303.218994140625
N#CC1(O)CCCC1,928.2423095703124
CC[C@]12[C@@H](O)[C@@H]3C14OC342,1097.658203125
O[C@H]1[C@@H]2CC=C[C@H]1CC2,1004.9166870117188
C[C@H]1C[C@]2(C=O)[C@H]1[C@@H]2C,1263.6846923828125
CCOC(=O)NC,1038.2987060546875
CCC(=O)[C@H]1OC[C@H]1O,1293.9676513671875
C1=C[C@H]2[C@@H]3OCO[C@H]2[C@H]13,892.1964721679688
CCc1conc1CC,1287.137451171875
CC#CC(=O)OCCO,1852.5052490234373
C[C@]12CO[C@H]1[C@@H](CO)N2,1210.1700439453125
N#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,888.4588012695312
CC1(C)CCOCO1,922.7883911132812
O=C1OC[C@@H]1NCCO,1540.7171630859375
N#C[C@@]1(O)[C@@H]2N[C@@H]2[C@@H]1N,1024.2135009765625
C#C[C@H](C)[C@H]1COC1=O,1240.3509521484375
COCCC1(CO)CC1,1705.3018798828125
O=CC[C@@]1(O)[C@@H]2OC[C@@H]21,1257.8868408203125
C[C@@]1(C=O)OCOC1[NH-],1035.22900390625
C[C@H]1C[C@H]2C[C@]1(O)C2,861.2896728515625
CC(=O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,1094.991943359375
C[N@@H+](CC=O)C1CC1,1250.345703125
CCc1ccnc(O)c1,1308.908935546875
C#C[C@@H]1C[C@H](C)[C@@]1(C)O,1248.5748291015625
C[C@H]1C=CC[C@@H]2C[C@H]1O2,1058.013427734375
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,1184.39453125
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,981.9168701171876
C[C@]12CC[C@H]1CC(=O)C2,1126.1673583984375
O=C1OCC=CC[C@@H]1O,1080.2802734375
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,1062.6568603515625
C[C@@H]([NH-])OC(=O)C=O,1071.8133544921875
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,828.8157958984375
OC[C@H]1[C@@H]2CO[C@H]1C2,942.1213989257812
Cn1c(CO)cnc1O,1244.7596435546875
CO[C@H]1C[C@@H](O)[C@@]12CN2,1266.62744140625
C[C@H]1C[C@H]2C[C@]21CC#N,1229.67529296875
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,959.4426879882812
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,906.6043701171876
CC[C@](C)(C=O)CO,1056.6116943359375
CC[C@]12O[C@H]1C=C[C@H]2O,1092.108154296875
C#C[C@H]1C=CC[C@@]12CN2,1099.4073486328125
C[C@H]1CCN(C)C(=O)O1,1246.33935546875
CC1(C)[C@H](C=O)C[C@@H]1O,1268.98095703125
C[C@@]1(CO)C[C@H]1[C@H]1CO1,1423.5262451171875
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,1147.01416015625
O[C@@H]1C=CC2(CC2)C1,955.6682739257812
N#CCCC1C23CC12O3,1584.32861328125
C[C@@]1(C#N)OC[C@H]2O[C@H]21,993.2703247070312
C[C@H]1O[C@@]12COC([NH-])C2,1266.21240234375
C#C[C@]1(CC)C[C@H]2O[C@H]21,1149.2430419921875
C#CC1=CC(=O)NCC1,1248.1048583984375
C[C@H](C=O)CCO,1079.6707763671875
CN1CCOC1=O,675.3106079101562
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,1345.359130859375
C[C@@]1(O)CC[C@H]1C=O,930.1077880859376
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,1030.7716064453125
C[C@H]1N[C@@]12COC21CC1,1191.8697509765625
COC(=O)[C@H]1N[C@H]1C#N,1153.1162109375
N=CNc1cnon1,914.1898803710938
C#CC[C@@H]1O[C@@H]1CC=O,1737.365966796875
O=CN1CCCNC1=O,1137.9403076171875
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,1061.1324462890625
Cc1c[nH]c(N)c1C,994.5621948242188
CC1(NC(=O)C=O)CC1,1315.1802978515625
CC1(C)[C@@H]2C[C@H]1OC2=O,1020.9368286132812
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,1092.9405517578125
C[C@@]1(C[C@@H](O)C=O)CN1,1398.9620361328125
N#Cc1c[nH]cc1N,883.3070068359375
O=c1ncc(CO)no1,1220.5413818359375
CC(C)[C@H]1C[C@@H](O)C1=O,1409.29052734375
CCC(=O)C(=O)N(C)C,1473.6417236328125
CNc1ncoc1C,976.7454833984376
CC(C)(O)CCCCO,2176.592041015625
NC(=O)C1=CCCCC1,1339.21435546875
C#C[C@@H](CC#N)C1CC1,1408.87890625
CN(C)C(=O)[C@H]1CCO1,1324.0218505859375
N#CC#C[C@H](C#N)CN,1690.694091796875
NC(=O)N1[C@@H]2C=CC[C@@H]21,970.8084106445312
C#C[C@@]1(C)[C@H](O)[C@@H]1C,1003.0075073242188
C#C[C@@](N)(C#N)CCC,1395.6064453125
CC1=CN(C=O)C[C@H]1O,1300.77099609375
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,914.8411865234376
N#CCNc1ncon1,1439.7188720703125
C[C@H]1CCC[C@H]1C=O,1036.2677001953125
CC1=CCCNCC1=O,1234.4344482421875
N#C[C@@H]1OC(=O)C[C@@H]1N,1088.4219970703125
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,977.8026733398438
C#C[C@H](CC(N)=O)OC,1428.8890380859375
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,1065.326416015625
C#C[C@@]12C[C@@H]1CO[C@@H]2C,1108.1639404296875
CCOC(=O)C1CCC1,1676.343994140625
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,1273.9200439453125
CCN[C@H](C#N)CNC,1733.3638916015625
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,1076.3106689453125
CCCC[N@@H+](C)CC#N,2135.705810546875
CC1(C)C[C@]12C[C@H](C)C2,1454.210205078125
O=C1N[C@H]2CO[C@@H]12,595.5789794921875
C[C@H]1O[C@H]1[C@H]1CCC1=O,1169.583251953125
CN[C@@H](C=O)[C@@H](C)C#N,1367.7752685546875
C[NH2+]C1C[C@@H](CO)CO1,1426.158447265625
CO[C@]12C=CC[C@H]1[C@H]2O,1097.8470458984375
O=C1C=CC(=O)[C@@H]2C[C@H]12,1027.9716796875
COc1coc(C#N)c1,1373.2332763671875
CC1(C)[C@H](C#N)[C@@H]1O,949.494873046875
O=C1CC[C@H](CO)CN1,1420.1268310546875
CC[C@H]1CO[C@H]1CC#N,1549.4451904296875
[NH-]C1OC=C(N)N=C1F,1077.54736328125
C#CC#C[C@@H]1C[N@@H+]1C,1309.4541015625
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,1373.3743896484375
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,1125.945556640625
Cc1[nH]c(O)nc1CO,1273.7132568359375
Cn1nnc(O)nc1=O,1043.722900390625
O=CC[C@H]1OC12CCC2,1550.115234375
N#C[C@H]1CCC2(CC2)C1,1345.1058349609375
OCC#Cc1cn[nH]n1,1741.006103515625
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,1222.317626953125
NCc1nc(N)co1,1035.851806640625
Cc1ccc(CCO)o1,1576.1025390625
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,1010.476318359375
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,1092.3341064453125
O=Cc1ccn[nH]c1=O,1061.258544921875
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,913.8646850585938
O=C[C@H](O)CC#CCO,2099.832763671875
CC[NH2+]C(C)OCCO,1855.5994873046875
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,1040.57177734375
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,952.9238891601562
CC1=C[C@H]2CC[C@H]2C1,975.9923095703124
N#CC[C@]1(O)COC1[NH-],1101.004638671875
C#CCOc1nn[nH]n1,1406.181640625
CC[C@@H](C)O[C@@H](C)CO,1531.0240478515625
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,1030.8238525390625
CC(=O)[C@]12C[C@H]1NC2=O,1073.0130615234375
C#CC[C@@]1(C)C[C@@H]1CC,1665.4012451171875
C#CC1(CCCC)CC1,1738.452880859375
NC1=CC(=O)NC12CC2,1111.6556396484375
NC(=O)[C@@H](O)COC=O,1446.2083740234375
NC(=O)[C@]12CO[C@H](C1)C2,1075.498779296875
CNC1=CC(C)[C@H](C)O1,1371.5421142578125
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,1094.9083251953125
C[C@H](C=O)CC[NH+]1CC1,1874.8284912109373
FC(F)(F)c1ccno1,1023.5001220703124
C[C@H]1[N@H+]2C[C@H]2CC12CC2,1080.389404296875
C[C@]12OCC(=O)[C@H]1[C@H]2O,1029.3206787109375
Nc1[nH]ncc1CC=O,1150.8126220703125
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,861.9360961914062
Cn1cc(N)cc1CO,1338.5286865234375
CCN[C@@H]1C([NH-])O[C@@H]1C,1426.140869140625
CN(C=N)c1ccon1,1250.515380859375
OC1C=C2[C@@H]3C[C@@H]3N2N1,1015.6058959960938
C[C@H]1CC([NH-])NC(=O)O1,1175.042236328125
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,707.6134033203125
C[C@@]1(C=O)[NH2+][CH+]OC1=O,943.810302734375
CCOC1(C#N)COC1,1293.9842529296875
Nc1nc(=O)c(F)no1,1021.7352294921876
O=C1N[C@H](CO)[C@@H]2CN12,1154.552490234375
C#C[C@H]1OCC12CCC2,1175.21923828125
C1COCC2(C1)CCC2,1199.630859375
C#C[C@@H]1[C@H](O)C[C@H]1NO,1246.916259765625
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,985.7401123046876
CCC[C@H]1OCOC1[NH-],1462.53076171875
N#C[C@@H]1C[C@H](NO)[C@@H]1O,1181.79443359375
CCO/C(=N/C)NC=O,1471.5150146484375
ONc1c[cH+]oc(F)c1,1196.0810546875
COC[C@H]1OCC[C@H]1C,1436.9200439453125
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,1203.3907470703125
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,901.5797119140624
C[NH2+][CH+]OCC=O,1261.255859375
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,875.235595703125
CN(C=O)[C@H]1CCOC1,1264.210205078125
NC(=O)c1ccc(N)[nH]1,1283.8267822265625
C1=CCc2[nH]cnc2C1,1044.9117431640625
O=C1CCCOCOC1,1074.5113525390625
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,1071.533203125
CC[C@@H](C)c1ccno1,1400.4620361328125
CN1CCc2n[nH]cc21,1081.1793212890625
Cc1c[nH]nc(C)c1=O,1131.50244140625
C#CCC#CCC1CC1,2100.68505859375
N#CC[C@@H]1[C@H](O)C[C@@H]1O,1230.332275390625
O=c1cccco1,608.2681274414062
CC(=O)c1cncnc1,1169.792236328125
C#C[C@]1(C)C[C@]1(C)C#N,1154.5960693359375
C#Cc1cc(N)on1,982.5966796875
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,1078.4193115234375
CCOc1n[nH]nc1C,1390.632080078125
O[C@]12CCC[NH2+][C@H]1OC2,1001.3831176757812
C[N@H+]1C[C@H]1COCC=O,1839.6802978515625
C[C@@H](CCO)C(=O)C#N,1623.6939697265625
N=CN1CC(=O)CC1=O,1186.4100341796875
C[C@H]1OC(=O)N[C@H]1C=O,1086.764404296875
O[C@]12C[C@H]1C=C1CC[C@H]12,1038.1859130859375
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,1124.9193115234375
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,1062.5924072265625
C[C@@]12CC(=O)CO[C@@H]1C2,1092.7486572265625
OC[C@H]1CC[C@H]2C[C@@H]1C2,1223.8907470703125
C[C@H]1N[C@@]12CCCC2=O,1168.1591796875
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,973.089111328125
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,1224.708740234375
OC[C@H]1CC[C@@H](O)C1,1040.35009765625
N#CCC[C@]1(CO)CO1,1502.3408203125
C[C@H]1[C@@H](C#N)[C@H]1C#N,886.2327880859375
CCC#C[C@H]1[C@H]2CC[C@@H]12,1623.932861328125
CCC1=C(C#N)COC1,1283.8409423828125
CC[C@]12C[C@](C#N)(C1)N2,1332.96923828125
CC1=C[C@H]2C[C@]1(C=O)C2,1083.342529296875
C[C@H]1NC(=O)N[C@H]2C[C@H]21,1109.9453125
O=CO[C@H]1CCNC1=O,1249.3895263671875
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,1160.2425537109375
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,1091.8021240234375
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,1045.8514404296875
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,1283.397705078125
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,995.7445068359376
C[C@H]1CC[C@]1(O)CC#N,1289.8472900390625
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,1056.9853515625
C[C@H]1OC([NH-])[C@]1(C)C#N,1104.2313232421875
OCC[C@@]1(O)C[N@H+]2C[C@H]21,1355.3570556640625
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,863.7764892578125
COC[C@]12CO[C@H]1CN2,1331.267822265625
C[C@H]1C[C@H]2CC[C@]21O,908.17578125
O=C1C[C@H]2O[C@H]2CN1,818.439697265625
OCC#CC12C[NH+](C1)C2,1730.0633544921875
O=COCc1cnco1,1336.0235595703125
N[C@@]1(CCO)COC1=O,1278.2916259765625
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,648.4417114257812
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,1074.4471435546875
c1nc([C@H]2CCO2)co1,1200.433349609375
CC(C)N(C)C(=N)C=O,1423.9051513671875
C#CCc1nc(O)no1,1277.97119140625
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,994.7440795898438
CC#C[C@H]1C[C@H](CC)C1,2052.43798828125
C[NH2+]C1COC(=O)N1C,1215.73388671875
C[C@H]1C[C@@H](O)C=CCO1,1284.4808349609375
N#C[C@H]1NC[C@H]2CN[C@H]21,1059.9400634765625
C#CCc1cc[nH]n1,1011.9326171875
C#C[C@@]1(C=O)C[C@@H]1O,904.6810913085938
CC[C@]12O[C@H]1C=CC2=O,1068.1976318359375
O=c1cncn[nH]1,579.5407104492188
CC[C@]12C[C@H](CO1)CO2,1084.4324951171875
O[C@H]1[C@@H]2CC[C@@]1(O)C2,815.76171875
CC1=NOC([NH-])=C[CH+]1C,1196.342041015625
O=C1CC2(CO2)C1,728.831298828125
CC1=CC[C@@H]2O[C@H]1C2=O,1014.1644287109376
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,917.4417724609376
CNC(=O)CO[CH+][NH-],1279.414306640625
CC[C@H]1OC[C@H]1CC#N,1538.2381591796875
O=C[C@H](CO)OCCO,1567.2401123046875
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,1030.957275390625
CC(C)(C#N)C1(O)CC1,1127.3924560546875
CC[C@]12C[C@H]1[C@H]1C[C@H]12,975.9719848632812
NC(=O)c1ncccn1,1109.2139892578125
O=C[C@H]1OCOC12CC2,1042.2152099609375
O[C@H]1CC[C@]2(CO2)C1,1001.2532958984376
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,1124.8056640625
CCC#Cc1cocn1,1797.30029296875
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,1067.1524658203125
CO[C@H]1CCOC1(C)C,1245.2431640625
O[C@@H]1[C@H](O)[C@]12CCCO2,1153.994384765625
C1=Cc2[nH]nnc2OC1,955.5142822265624
O[C@H]1CCC[C@H]2N[C@@H]12,898.423095703125
CC(=O)[C@H]1OC([NH-])[C@H]1O,1137.34375
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,1357.384033203125
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,1066.422119140625
C[C@@H]1CC[C@H](C)N1C=O,1224.8521728515625
N#C[C@H]1CCCCN1,1033.765625
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,871.6588745117188
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,899.3322143554688
NC1=CN[C@@H]2[C@@H](O)CN12,1135.25146484375
Nc1nn[nH]c1[C@H]1CN1,1120.608642578125
CCCO[C@@H](C)[C@H]1CO1,1929.4715576171875
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,1206.209228515625
O[C@H]1C[C@H]2CCC[C@@H]1C2,1039.4744873046875
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,999.0072021484376
C#C[C@H](O)[C@H](C=O)CC,1392.5736083984375
O=C1/C=C\NCCCO1,1104.7845458984375
CO[C@H](C1CC1)[C@@H](C)O,1330.357666015625
CC1=CCC[C@@]2(C)N[C@@H]12,1210.1099853515625
C#Cc1c(C)coc1N,1165.3856201171875
C[C@H]1C[C@H]2[N@@H+]1C21COC1,1233.9283447265625
CC1=CCC([NH-])OC1,1005.7081298828124
C#C[C@@]1(N)C[C@@]1(C)C#N,1129.5419921875
CC[C@H]1CN=COC1=O,1107.326904296875
C[C@]12N[C@H]1[C@@H](C#N)[C@H]2N,1131.7469482421875
O=C1C[C@H]2O[C@H]3[C@@H](N1)[C@H]32,922.260986328125
O=C[C@@H]1[NH2+][CH+]O[C@@H]1C=O,984.80908203125
