smiles,c_v
C#C[C@H](C)[C@H]1O[C@H]1CO,36.422000885009766
C[C@H]1CO[C@H](C(N)=O)C1,34.3120002746582
O[C@@H]1/C=C\C=C/C/C=C\1,32.62099838256836
[CH+]1[NH2+]C[C@]2(O1)[C@@H]1CC[C@@H]12,28.25300025939941
C#CC[C@@]1(C)[C@H](C)[C@@H]1C,40.75
CC(C)C1=CC[C@H]2N[C@@H]12,34.7869987487793
N#C[C@@H]1C[C@@]1(N)C#N,27.74799919128418
O=C1N[C@H]2C[C@H]3[C@@H](O1)[C@H]32,26.41399955749512
O=C[C@@]1(O)[C@H](O)[C@@H]1CO,34.78900146484375
Cc1ccc(O)c(O)n1,30.993000030517575
OCC[NH+]1CC2(CO2)C1,33.757999420166016
O=CC[C@@]12C[C@@H](N1)C2=O,29.618000030517575
C[N@@H+]1[C@@H]2[C@H](C#N)NC[C@@H]21,30.90800094604492
c1ncn(C[C@H]2CN2)n1,27.684999465942383
N#C[C@@]12N[C@@H]1C=C[C@@H]2N,29.667999267578125
C1OC[C@]23O[C@H]2C[C@@H]3O1,27.399999618530277
C#C[C@]12CC=C[C@@]1(O)C2,32.619998931884766
N#C[C@H]1O[C@H]2CO[C@@H]1C2,26.788000106811523
C[C@@]1(O)[C@H]2N[C@@H]1[C@@]21CN1,33.04499816894531
COC(=O)[C@H](C#N)CN,34.35599899291992
C[C@H]1C=C[C@H]2C34OC23[C@H]14,29.246000289916992
O[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,23.29400062561035
C[C@@]12[C@H]3CCO[C@@H]1[C@@H]2C3,31.347999572753903
C#C[C@@H]1COC([NH-])[C@H]1O,31.56100082397461
OC[C@]12[C@@H]3[N@H+]1[C@@H]1[C@H]2[C@]31O,29.624000549316406
CCN1C(=O)[C@]2(C)C[C@H]12,34.42100143432617
Oc1cc(N2CC2)n[nH]1,30.018999099731445
O=C1Cn2cncc2O1,23.961000442504883
C[C@H]1C[C@@]2(C)C[C@@H]3[C@H]2[N@@H+]31,33.20800018310547
CC(=O)[C@H]1C[C@H]2[C@@H](O)[C@H]21,32.625
OC[C@]12C[C@@H]3[C@H](C1)[N@@H+]32,26.993000030517575
C[C@]12CNC1=CC(=O)N2,29.916000366210938
CC[C@]1(C)[C@H]2C[N@@H+]3[C@H]2[C@@H]31,33.92300033569336
C#C[C@@]12OC[C@@H]1C[C@@H]2C,33.1870002746582
CO[C@H]1[C@H]2O[C@@H]3[C@H]2[C@@]31O,30.63500022888184
C[C@@H]1[C@@H]2[C@H](O)[C@@H]3[C@H]1[N@H+]23,27.441999435424805
C[N@H+]1CC(=O)[C@H]2C[C@]21C,33.76100158691406
NC(=O)[C@H]1CC12COC2,32.61100006103516
C#C[C@]12C[C@H]1[N@H+](C)[CH+][NH2+]2,31.83699989318848
[NH-]c1cc(F)[nH+]cc1N,30.617000579833984
COC[C@@H](C)[C@H]1CCO1,36.88899993896485
C[C@]12N[C@H]1[C@@H](O)[C@H]2C=O,32.69900131225586
C[C@H]1[C@@H](O)[C@H]2C[C@]1(C)O2,34.92300033569336
CC#C[C@@H](C)C1CC1,34.220001220703125
C[C@]1(CO)C=CC(=O)O1,31.836000442504883
C1O[C@]12[C@@H]1N[C@H]2[C@@H]2N[C@@H]21,27.03400039672852
C#CC(=O)[C@@H](C)CC=O,34.99300003051758
O[C@H]1CC=C2CCO[C@H]21,30.44300079345703
O=C1CCc2ocnc21,24.93199920654297
[CH+]1[NH2+]C[C@]2(O1)[C@H]1C[C@@H]2C1,27.301000595092773
C[C@H]1[C@H]2N[C@@]2(C=O)[C@H]1C,34.19200134277344
C[C@@]12C[C@@H](OC=O)[C@@H]1C2,32.625
N#C[C@H](O)c1ccco1,28.53300094604492
O=CNC1=CCC[C@@H]1O,31.801000595092773
COCCCCCO,36.07699966430664
CCNC1=C(C)[CH-]CO1,34.20899963378906
C[CH+]1C=CC([NH-])OC1O,31.19099998474121
O=C1C(=O)[C@H]2CC[C@@H]1N2,27.215999603271484
NC(=O)[C@H]1O[C@H]1C1CC1,33.316001892089844
C#CCc1c[nH]nc1C,32.60599899291992
N#CC(=O)c1nc[nH]n1,24.58699989318848
C[C@H]1N[C@]2(C[C@H]2O)C1=O,33.099998474121094
CCC1(C)C23CC12O3,31.32900047302246
COCCn1cnnc1,30.660999298095703
C#C[C@]12[C@H]3[C@@H]4[C@H]([N@H+]31)[C@@]42O,28.81399917602539
O=C[C@]12C=C[C@H](C1)[C@@H]2O,30.39699935913086
O=C[C@@H]1[C@@H]2C[C@H]1OC2=O,26.65399932861328
CC[C@@](C)(OC)C(C)C,44.86299896240234
O=C1OCCC=C1CO,30.968000411987305
O=CN1C[C@H]2[C@@H]1[C@H]1C[N@H+]12,27.80500030517578
CC[C@H]1C[C@]1(O)CCO,40.08300018310547
OC[C@@H]1[C@@H]2[C@@H]3C[C@@H]3[C@H]12,28.791000366210938
C1O[C@@H]2[C@@H]3[C@H]1[C@]21OC[C@@H]31,26.226999282836918
C[C@]12CC(=O)[C@@]1(C#N)N2,30.167999267578125
[NH-]C1=C[CH-][C@@H](O)CCO1,31.57099914550781
C[NH2+][C@@H](C)OC(C)=O,32.691001892089844
O=C1[C@H]2[C@@H](CO)[C@H]2[C@@H]1O,32.3489990234375
C[C@@H](O)[C@H]1[C@H]2C[C@@H](O)[C@H]21,35.362998962402344
CC[C@@H](C)[C@@H](CC)OC,43.823001861572266
C[C@@H]1C(=O)[C@@H]2N[C@@H]2[C@@H]1O,31.62700080871582
O=CCc1ccncn1,27.11400032043457
CC[C@H]1C[C@@H](CO)CO1,36.55199813842773
N#C[C@H]1C[N@H+]2CC=C[C@@H]12,27.97599983215332
CC(=O)NCC[C@H]1CO1,35.52899932861328
N#C[C@@H]1C[C@@H](O)C[C@H]1O,33.4370002746582
CNC(=O)COC(C)C,39.21900177001953
C[C@H]1C[C@]12C=CCCC2,34.8650016784668
N#CC1(O)CCCC1,29.21199989318848
CC[C@]12[C@@H](O)[C@@H]3C14OC342,32.30699920654297
O[C@H]1[C@@H]2CC=C[C@H]1CC2,31.489999771118164
C[C@H]1C[C@]2(C=O)[C@H]1[C@@H]2C,35.03200149536133
CCOC(=O)NC,28.770999908447266
CCC(=O)[C@H]1OC[C@H]1O,34.13100051879883
C1=C[C@H]2[C@@H]3OCO[C@H]2[C@H]13,26.01000022888184
CCc1conc1CC,33.89099884033203
CC#CC(=O)OCCO,34.707000732421875
C[C@]12CO[C@H]1[C@@H](CO)N2,33.880001068115234
N#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,24.589000701904297
CC1(C)CCOCO1,31.393999099731445
O=C1OC[C@@H]1NCCO,32.42100143432617
N#C[C@@]1(O)[C@@H]2N[C@@H]2[C@@H]1N,32.047000885009766
C#C[C@H](C)[C@H]1COC1=O,32.68399810791016
COCCC1(CO)CC1,38.53400039672852
O=CC[C@@]1(O)[C@@H]2OC[C@@H]21,31.26499938964844
C[C@@]1(C=O)OCOC1[NH-],30.86000061035156
C[C@H]1C[C@H]2C[C@]1(O)C2,30.28700065612793
CC(=O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,30.0939998626709
C[N@@H+](CC=O)C1CC1,32.00600051879883
CCc1ccnc(O)c1,31.041000366210938
C#C[C@@H]1C[C@H](C)[C@@]1(C)O,38.698001861572266
C[C@H]1C=CC[C@@H]2C[C@H]1O2,31.617000579833984
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,30.31999969482422
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,28.72599983215332
C[C@]12CC[C@H]1CC(=O)C2,33.095001220703125
O=C1OCC=CC[C@@H]1O,30.266000747680664
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,29.64800071716309
C[C@@H]([NH-])OC(=O)C=O,27.968000411987305
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,27.184999465942383
OC[C@H]1[C@@H]2CO[C@H]1C2,27.64299964904785
Cn1c(CO)cnc1O,32.862998962402344
CO[C@H]1C[C@@H](O)[C@@]12CN2,34.69200134277344
C[C@H]1C[C@H]2C[C@]21CC#N,33.55099868774414
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,27.572999954223636
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,26.851999282836918
CC[C@](C)(C=O)CO,35.95000076293945
CC[C@]12O[C@H]1C=C[C@H]2O,32.84000015258789
C#C[C@H]1C=CC[C@@]12CN2,31.756999969482425
C[C@H]1CCN(C)C(=O)O1,33.45800018310547
CC1(C)[C@H](C=O)C[C@@H]1O,37.470001220703125
C[C@@]1(CO)C[C@H]1[C@H]1CO1,36.152000427246094
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,33.99300003051758
O[C@@H]1C=CC2(CC2)C1,29.187000274658203
N#CCCC1C23CC12O3,30.37700080871582
C[C@@]1(C#N)OC[C@H]2O[C@H]21,29.78199958801269
C[C@H]1O[C@@]12COC([NH-])C2,31.50200080871582
C#C[C@]1(CC)C[C@H]2O[C@H]21,34.277000427246094
C#CC1=CC(=O)NCC1,30.64800071716309
C[C@H](C=O)CCO,29.99099922180176
CN1CCOC1=O,23.038000106811523
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,32.54100036621094
C[C@@]1(O)CC[C@H]1C=O,31.74399948120117
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,30.91200065612793
C[C@H]1N[C@@]12COC21CC1,33.571998596191406
COC(=O)[C@H]1N[C@H]1C#N,30.642000198364254
N=CNc1cnon1,23.43099975585937
C#CC[C@@H]1O[C@@H]1CC=O,33.56100082397461
O=CN1CCCNC1=O,29.85700035095215
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,30.28199958801269
Cc1c[nH]c(N)c1C,32.56999969482422
CC1(NC(=O)C=O)CC1,34.007999420166016
CC1(C)[C@@H]2C[C@H]1OC2=O,31.72900009155273
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,28.75300025939941
C[C@@]1(C[C@@H](O)C=O)CN1,35.527000427246094
N#Cc1c[nH]cc1N,26.667999267578125
O=c1ncc(CO)no1,27.851999282836918
CC(C)[C@H]1C[C@@H](O)C1=O,37.117000579833984
CCC(=O)C(=O)N(C)C,37.448001861572266
CNc1ncoc1C,28.57099914550781
CC(C)(O)CCCCO,43.292999267578125
NC(=O)C1=CCCCC1,33.43000030517578
C#C[C@@H](CC#N)C1CC1,34.275001525878906
CN(C)C(=O)[C@H]1CCO1,34.4379997253418
N#CC#C[C@H](C#N)CN,31.97599983215332
NC(=O)N1[C@@H]2C=CC[C@@H]21,29.95599937438965
C#C[C@@]1(C)[C@H](O)[C@@H]1C,34.69499969482422
C#C[C@@](N)(C#N)CCC,38.2599983215332
CC1=CN(C=O)C[C@H]1O,32.832000732421875
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,25.850000381469727
N#CCNc1ncon1,26.75900077819824
C[C@H]1CCC[C@H]1C=O,30.891000747680664
CC1=CCCNCC1=O,33.32600021362305
N#C[C@@H]1OC(=O)C[C@@H]1N,29.684999465942383
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,26.343000411987305
C#C[C@H](CC(N)=O)OC,36.63999938964844
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,31.472999572753903
C#C[C@@]12C[C@@H]1CO[C@@H]2C,33.23699951171875
CCOC(=O)C1CCC1,34.577999114990234
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,30.729999542236328
CCN[C@H](C#N)CNC,38.29499816894531
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,33.30500030517578
CCCC[N@@H+](C)CC#N,38.8489990234375
CC1(C)C[C@]12C[C@H](C)C2,39.55799865722656
O=C1N[C@H]2CO[C@@H]12,20.410999298095703
C[C@H]1O[C@H]1[C@H]1CCC1=O,32.75299835205078
CN[C@@H](C=O)[C@@H](C)C#N,36.0369987487793
C[NH2+]C1C[C@@H](CO)CO1,34.24399948120117
CO[C@]12C=CC[C@H]1[C@H]2O,33.01300048828125
O=C1C=CC(=O)[C@@H]2C[C@H]12,27.38999938964844
COc1coc(C#N)c1,28.450000762939453
CC1(C)[C@H](C#N)[C@@H]1O,32.42900085449219
O=C1CC[C@H](CO)CN1,33.50199890136719
CC[C@H]1CO[C@H]1CC#N,34.082000732421875
[NH-]C1OC=C(N)N=C1F,28.39800071716309
C#CC#C[C@@H]1C[N@@H+]1C,30.26499938964844
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,36.20899963378906
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,34.04899978637695
Cc1[nH]c(O)nc1CO,33.23500061035156
Cn1nnc(O)nc1=O,27.048999786376957
O=CC[C@H]1OC12CCC2,32.53400039672852
N#C[C@H]1CCC2(CC2)C1,32.13999938964844
OCC#Cc1cn[nH]n1,28.58099937438965
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,34.49800109863281
NCc1nc(N)co1,28.257999420166016
Cc1ccc(CCO)o1,33.79899978637695
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,30.381000518798828
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,31.426000595092773
O=Cc1ccn[nH]c1=O,26.097999572753903
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,25.85700035095215
O=C[C@H](O)CC#CCO,35.12200164794922
CC[NH2+]C(C)OCCO,38.98500061035156
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,27.96699905395508
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,27.58799934387207
CC1=C[C@H]2CC[C@H]2C1,29.131999969482425
N#CC[C@]1(O)COC1[NH-],30.959999084472656
C#CCOc1nn[nH]n1,27.388999938964844
CC[C@@H](C)O[C@@H](C)CO,42.15800094604492
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,32.832000732421875
CC(=O)[C@]12C[C@H]1NC2=O,30.749000549316406
C#CC[C@@]1(C)C[C@@H]1CC,39.91600036621094
C#CC1(CCCC)CC1,39.297000885009766
NC1=CC(=O)NC12CC2,32.060001373291016
NC(=O)[C@@H](O)COC=O,33.10599899291992
NC(=O)[C@]12CO[C@H](C1)C2,30.94499969482422
CNC1=CC(C)[C@H](C)O1,35.012001037597656
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,30.597999572753903
C[C@H](C=O)CC[NH+]1CC1,36.72200012207031
FC(F)(F)c1ccno1,24.788000106811523
C[C@H]1[N@H+]2C[C@H]2CC12CC2,33.327999114990234
C[C@]12OCC(=O)[C@H]1[C@H]2O,31.774999618530277
Nc1[nH]ncc1CC=O,30.816999435424805
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,27.56100082397461
Cn1cc(N)cc1CO,35.38100051879883
CCN[C@@H]1C([NH-])O[C@@H]1C,35.737998962402344
CN(C=N)c1ccon1,29.617000579833984
OC1C=C2[C@@H]3C[C@@H]3N2N1,26.33300018310547
C[C@H]1CC([NH-])NC(=O)O1,30.715999603271484
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,25.593000411987305
C[C@@]1(C=O)[NH2+][CH+]OC1=O,28.8439998626709
CCOC1(C#N)COC1,33.05899810791016
Nc1nc(=O)c(F)no1,26.996000289916992
O=C1N[C@H](CO)[C@@H]2CN12,30.413000106811523
C#C[C@H]1OCC12CCC2,32.52199935913086
C1COCC2(C1)CCC2,32.95800018310547
C#C[C@@H]1[C@H](O)C[C@H]1NO,33.763999938964844
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,29.09000015258789
CCC[C@H]1OCOC1[NH-],33.24599838256836
N#C[C@@H]1C[C@H](NO)[C@@H]1O,31.590999603271484
CCO/C(=N/C)NC=O,35.803001403808594
ONc1c[cH+]oc(F)c1,27.66200065612793
COC[C@H]1OCC[C@H]1C,36.198001861572266
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,39.91400146484375
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,25.709999084472656
C[NH2+][CH+]OCC=O,26.558000564575195
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,27.290000915527344
CN(C=O)[C@H]1CCOC1,32.64699935913086
NC(=O)c1ccc(N)[nH]1,32.00699996948242
C1=CCc2[nH]cnc2C1,27.36100006103516
O=C1CCCOCOC1,31.19499969482422
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,32.51900100708008
CC[C@@H](C)c1ccno1,33.520999908447266
CN1CCc2n[nH]cc21,29.711000442504883
Cc1c[nH]nc(C)c1=O,31.71699905395508
C#CCC#CCC1CC1,35.652000427246094
N#CC[C@@H]1[C@H](O)C[C@@H]1O,33.237998962402344
O=c1cccco1,19.649999618530277
CC(=O)c1cncnc1,27.73600006103516
C#C[C@]1(C)C[C@]1(C)C#N,36.36399841308594
C#Cc1cc(N)on1,26.405000686645508
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,33.10300064086914
CCOc1n[nH]nc1C,32.70000076293945
O[C@]12CCC[NH2+][C@H]1OC2,30.2549991607666
C[N@H+]1C[C@H]1COCC=O,35.13600158691406
C[C@@H](CCO)C(=O)C#N,35.77000045776367
N=CN1CC(=O)CC1=O,29.246000289916992
C[C@H]1OC(=O)N[C@H]1C=O,29.97599983215332
O[C@]12C[C@H]1C=C1CC[C@H]12,30.905000686645508
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,33.37200164794922
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,30.559999465942383
C[C@@]12CC(=O)CO[C@@H]1C2,31.999000549316406
OC[C@H]1CC[C@H]2C[C@@H]1C2,33.53900146484375
C[C@H]1N[C@@]12CCCC2=O,32.79899978637695
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,28.163000106811523
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,33.71900177001953
OC[C@H]1CC[C@@H](O)C1,31.98699951171875
N#CCC[C@]1(CO)CO1,33.834999084472656
C[C@H]1[C@@H](C#N)[C@H]1C#N,27.79700088500977
CCC#C[C@H]1[C@H]2CC[C@@H]12,34.36899948120117
CCC1=C(C#N)COC1,32.07500076293945
CC[C@]12C[C@](C#N)(C1)N2,32.45500183105469
CC1=C[C@H]2C[C@]1(C=O)C2,31.631999969482425
C[C@H]1NC(=O)N[C@H]2C[C@H]21,31.822999954223636
O=CO[C@H]1CCNC1=O,29.48600006103516
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,27.694000244140625
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,30.417999267578125
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,29.38400077819824
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,32.29800033569336
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,32.73500061035156
C[C@H]1CC[C@]1(O)CC#N,35.68299865722656
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,33.54999923706055
C[C@H]1OC([NH-])[C@]1(C)C#N,33.095001220703125
OCC[C@@]1(O)C[N@H+]2C[C@H]21,35.047000885009766
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,27.02400016784668
COC[C@]12CO[C@H]1CN2,32.518001556396484
C[C@H]1C[C@H]2CC[C@]21O,31.725000381469727
O=C1C[C@H]2O[C@H]2CN1,25.131999969482425
OCC#CC12C[NH+](C1)C2,31.54599952697754
O=COCc1cnco1,26.70800018310547
N[C@@]1(CCO)COC1=O,34.15800094604492
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,20.976999282836918
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,36.95500183105469
c1nc([C@H]2CCO2)co1,26.68000030517578
CC(C)N(C)C(=N)C=O,38.02099990844727
C#CCc1nc(O)no1,28.54599952697754
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,27.035999298095703
CC#C[C@H]1C[C@H](CC)C1,38.055999755859375
C[NH2+]C1COC(=O)N1C,31.42200088500977
C[C@H]1C[C@@H](O)C=CCO1,35.06999969482422
N#C[C@H]1NC[C@H]2CN[C@H]21,29.347000122070312
C#CCc1cc[nH]n1,26.52199935913086
C#C[C@@]1(C=O)C[C@@H]1O,29.420000076293945
CC[C@]12O[C@H]1C=CC2=O,30.64699935913086
O=c1cncn[nH]1,18.48500061035156
CC[C@]12C[C@H](CO1)CO2,31.83799934387207
O[C@H]1[C@@H]2CC[C@@]1(O)C2,29.16900062561035
CC1=NOC([NH-])=C[CH+]1C,31.892000198364254
O=C1CC2(CO2)C1,23.22599983215332
CC1=CC[C@@H]2O[C@H]1C2=O,29.475000381469727
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,28.70499992370605
CNC(=O)CO[CH+][NH-],30.5939998626709
CC[C@H]1OC[C@H]1CC#N,34.01499938964844
O=C[C@H](CO)OCCO,36.11899948120117
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,28.68400001525879
CC(C)(C#N)C1(O)CC1,37.53400039672852
CC[C@]12C[C@H]1[C@H]1C[C@H]12,30.423999786376957
NC(=O)c1ncccn1,27.405000686645508
O=C[C@H]1OCOC12CC2,29.854999542236328
O[C@H]1CC[C@]2(CO2)C1,29.209999084472656
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,33.2869987487793
CCC#Cc1cocn1,29.959999084472656
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,29.42200088500977
CO[C@H]1CCOC1(C)C,37.667999267578125
O[C@@H]1[C@H](O)[C@]12CCCO2,32.992000579833984
C1=Cc2[nH]nnc2OC1,24.88999938964844
O[C@H]1CCC[C@H]2N[C@@H]12,28.725000381469727
CC(=O)[C@H]1OC([NH-])[C@H]1O,31.71999931335449
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,37.56100082397461
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,30.823999404907227
C[C@@H]1CC[C@H](C)N1C=O,35.316001892089844
N#C[C@H]1CCCCN1,28.302000045776367
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,26.9379997253418
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,28.05599975585937
NC1=CN[C@@H]2[C@@H](O)CN12,29.87800025939941
Nc1nn[nH]c1[C@H]1CN1,29.29400062561035
CCCO[C@@H](C)[C@H]1CO1,38.32400131225586
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,33.474998474121094
O[C@H]1C[C@H]2CCC[C@@H]1C2,32.64799880981445
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,29.83300018310547
C#C[C@H](O)[C@H](C=O)CC,37.82099914550781
O=C1/C=C\NCCCO1,30.40699958801269
CO[C@H](C1CC1)[C@@H](C)O,38.89899826049805
CC1=CCC[C@@]2(C)N[C@@H]12,34.97700119018555
C#Cc1c(C)coc1N,33.60200119018555
C[C@H]1C[C@H]2[N@@H+]1C21COC1,31.663000106811523
CC1=CCC([NH-])OC1,28.59499931335449
C#C[C@@]1(N)C[C@@]1(C)C#N,35.75600051879883
CC[C@H]1CN=COC1=O,31.07900047302246
C[C@]12N[C@H]1[C@@H](C#N)[C@H]2N,32.99100112915039
O=C1C[C@H]2O[C@H]3[C@@H](N1)[C@H]32,26.582000732421875
O=C[C@@H]1[NH2+][CH+]O[C@@H]1C=O,27.420000076293945
OC[C@]1(O)[C@H](O)[C@@H]2O[C@@H]21,32.2869987487793
O=CNC(=O)C(=O)CO,31.45800018310547
C#Cc1cn[nH+]c([NH-])n1,27.7189998626709
CC[C@@]12[C@H]3[C@@H]4[C@@H]([N@@H+]41)[C@]32O,31.47100067138672
