smiles,ZPVE
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,3.657917737960816
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,3.72083044052124
C[C@]12CC[C@H]1CC(=O)C2,4.973642826080322
O=C1OCC=CC[C@@H]1O,3.726163864135742
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,4.043883800506592
C[C@@H]([NH-])OC(=O)C=O,2.5079917907714844
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,4.914648532867432
OC[C@H]1[C@@H]2CO[C@H]1C2,4.228867053985596
Cn1c(CO)cnc1O,3.696122407913208
CO[C@H]1C[C@@H](O)[C@@]12CN2,4.622996807098389
C[C@H]1C[C@H]2C[C@]21CC#N,4.65317440032959
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,3.38310980796814
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,3.7783281803131104
CC[C@](C)(C=O)CO,4.721638202667236
CC[C@]12O[C@H]1C=C[C@H]2O,4.322882175445557
C#C[C@H]1C=CC[C@@]12CN2,4.022523403167725
C[C@H]1CCN(C)C(=O)O1,4.670670986175537
CC1(C)[C@H](C=O)C[C@@H]1O,4.884008407592773
C[C@@]1(CO)C[C@H]1[C@H]1CO1,4.917342185974121
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,4.940471649169922
O[C@@H]1C=CC2(CC2)C1,4.208131790161133
N#CCCC1C23CC12O3,4.020999431610107
C[C@@]1(C#N)OC[C@H]2O[C@H]21,3.366837501525879
C[C@H]1O[C@@]12COC([NH-])C2,4.004563808441162
C#C[C@]1(CC)C[C@H]2O[C@H]21,4.272024154663086
C#CC1=CC(=O)NCC1,3.412280321121216
C[C@H](C=O)CCO,3.96369194984436
CN1CCOC1=O,3.1330373287200928
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,3.985896348953247
C[C@@]1(O)CC[C@H]1C=O,4.119287014007568
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,5.0437116622924805
C[C@H]1N[C@@]12COC21CC1,4.621663570404053
COC(=O)[C@H]1N[C@H]1C#N,3.042124032974243
N=CNc1cnon1,2.328042984008789
C#CC[C@@H]1O[C@@H]1CC=O,3.591140985488892
O=CN1CCCNC1=O,3.759633779525757
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,3.9993932247161865
Cc1c[nH]c(N)c1C,4.188403606414795
CC1(NC(=O)C=O)CC1,3.9620323181152335
CC1(C)[C@@H]2C[C@H]1OC2=O,4.342665195465088
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,3.1033496856689453
C[C@@]1(C[C@@H](O)C=O)CN1,4.594261646270752
N#Cc1c[nH]cc1N,2.671722650527954
O=c1ncc(CO)no1,2.3872275352478027
CC(C)[C@H]1C[C@@H](O)C1=O,4.896852016448975
CCC(=O)C(=O)N(C)C,4.563757419586182
CNc1ncoc1C,3.5654804706573486
CC(C)(O)CCCCO,6.133092880249023
NC(=O)C1=CCCCC1,4.7116241455078125
C#C[C@@H](CC#N)C1CC1,3.972290992736816
CN(C)C(=O)[C@H]1CCO1,4.617581367492676
N#CC#C[C@H](C#N)CN,2.7432615756988525
NC(=O)N1[C@@H]2C=CC[C@@H]21,3.749293804168701
C#C[C@@]1(C)[C@H](O)[C@@H]1C,4.093762397766113
C#C[C@@](N)(C#N)CCC,4.258608818054199
CC1=CN(C=O)C[C@H]1O,4.011066913604736
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,4.123069286346436
N#CCNc1ncon1,2.46573257446289
C[C@H]1CCC[C@H]1C=O,4.829830646514893
CC1=CCCNCC1=O,4.684739112854004
N#C[C@@H]1OC(=O)C[C@@H]1N,3.0929548740386963
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,2.754989624023437
C#C[C@H](CC(N)=O)OC,3.937460422515869
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,4.680086612701416
C#C[C@@]12C[C@@H]1CO[C@@H]2C,4.32027006149292
CCOC(=O)C1CCC1,4.950730323791504
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,4.302011489868164
CCN[C@H](C#N)CNC,5.269947528839111
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,4.663596153259277
CCCC[N@@H+](C)CC#N,5.55844259262085
CC1(C)C[C@]12C[C@H](C)C2,6.184168338775635
O=C1N[C@H]2CO[C@@H]12,2.488290786743164
C[C@H]1O[C@H]1[C@H]1CCC1=O,4.287099361419678
CN[C@@H](C=O)[C@@H](C)C#N,4.276568412780762
C[NH2+]C1C[C@@H](CO)CO1,4.645555019378662
CO[C@]12C=CC[C@H]1[C@H]2O,4.313875198364258
O=C1C=CC(=O)[C@@H]2C[C@H]12,3.1010093688964844
COc1coc(C#N)c1,2.754200220108032
CC1(C)[C@H](C#N)[C@@H]1O,3.8119068145751953
O=C1CC[C@H](CO)CN1,4.703188896179199
CC[C@H]1CO[C@H]1CC#N,4.633854389190674
[NH-]C1OC=C(N)N=C1F,2.431255578994751
C#CC#C[C@@H]1C[N@@H+]1C,3.178534746170044
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,5.571231842041016
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,4.288514614105225
Cc1[nH]c(O)nc1CO,3.713048219680786
Cn1nnc(O)nc1=O,2.448807001113892
O=CC[C@H]1OC12CCC2,4.275671005249023
N#C[C@H]1CCC2(CC2)C1,4.703161716461182
OCC#Cc1cn[nH]n1,2.782146453857422
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,4.279534816741943
NCc1nc(N)co1,3.294074296951294
Cc1ccc(CCO)o1,4.313385486602783
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,5.043194770812988
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,4.024264812469482
O=Cc1ccn[nH]c1=O,2.466657876968384
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,4.1128106117248535
O=C[C@H](O)CC#CCO,3.6023521423339844
CC[NH2+]C(C)OCCO,5.206055164337158
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,3.4181582927703857
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,3.411818027496338
CC1=C[C@H]2CC[C@H]2C1,4.867273330688477
N#CC[C@]1(O)COC1[NH-],3.035865545272827
C#CCOc1nn[nH]n1,2.431446075439453
CC[C@@H](C)O[C@@H](C)CO,6.143514633178711
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,4.991928577423096
CC(=O)[C@]12C[C@H]1NC2=O,3.347299814224243
C#CC[C@@]1(C)C[C@@H]1CC,5.521707534790039
C#CC1(CCCC)CC1,5.534414768218994
NC1=CC(=O)NC12CC2,3.7325315475463863
NC(=O)[C@@H](O)COC=O,3.3347554206848145
NC(=O)[C@]12CO[C@H](C1)C2,4.053652763366699
CNC1=CC(C)[C@H](C)O1,4.612574577331543
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,4.054741382598877
C[C@H](C=O)CC[NH+]1CC1,5.218599796295166
FC(F)(F)c1ccno1,1.7127118110656738
C[C@H]1[N@H+]2C[C@H]2CC12CC2,5.328016757965088
C[C@]12OCC(=O)[C@H]1[C@H]2O,3.657999277114868
Nc1[nH]ncc1CC=O,3.417205810546875
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,4.074306488037109
Cn1cc(N)cc1CO,4.343590259552002
CCN[C@@H]1C([NH-])O[C@@H]1C,4.953451633453369
CN(C=N)c1ccon1,3.4114913940429688
OC1C=C2[C@@H]3C[C@@H]3N2N1,3.130479335784912
C[C@H]1CC([NH-])NC(=O)O1,3.7408580780029297
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,2.9036998748779297
C[C@@]1(C=O)[NH2+][CH+]OC1=O,2.697274208068848
CCOC1(C#N)COC1,3.9649713039398193
Nc1nc(=O)c(F)no1,1.7577465772628784
O=C1N[C@H](CO)[C@@H]2CN12,3.7378647327423096
C#C[C@H]1OCC12CCC2,4.30410623550415
C1COCC2(C1)CCC2,5.674907207489014
C#C[C@@H]1[C@H](O)C[C@H]1NO,3.3037617206573486
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,3.3767969608306885
CCC[C@H]1OCOC1[NH-],4.656847953796387
N#C[C@@H]1C[C@H](NO)[C@@H]1O,3.02919864654541
CCO/C(=N/C)NC=O,4.269248962402344
ONc1c[cH+]oc(F)c1,2.419418811798096
COC[C@H]1OCC[C@H]1C,5.592293739318848
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,4.870647430419922
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,3.559167623519897
C[NH2+][CH+]OCC=O,2.990585803985596
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,4.896280288696289
CN(C=O)[C@H]1CCOC1,4.6767120361328125
NC(=O)c1ccc(N)[nH]1,3.4466757774353027
C1=CCc2[nH]cnc2C1,3.819988965988159
O=C1CCCOCOC1,4.360325336456299
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,3.6363391876220703
CC[C@@H](C)c1ccno1,4.645908832550049
CN1CCc2n[nH]cc21,4.109545230865479
Cc1c[nH]nc(C)c1=O,3.716993570327759
C#CCC#CCC1CC1,4.270663738250732
N#CC[C@@H]1[C@H](O)C[C@@H]1O,4.012046813964844
O=c1cccco1,2.184203624725342
CC(=O)c1cncnc1,3.1047918796539307
C#C[C@]1(C)C[C@]1(C)C#N,3.93392276763916
C#Cc1cc(N)on1,2.277538537979126
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,4.30870532989502
CCOc1n[nH]nc1C,4.019040107727051
O[C@]12CCC[NH2+][C@H]1OC2,4.066877365112305
C[N@H+]1C[C@H]1COCC=O,4.556029319763184
C[C@@H](CCO)C(=O)C#N,3.934330940246582
N=CN1CC(=O)CC1=O,3.0487635135650635
C[C@H]1OC(=O)N[C@H]1C=O,3.3779397010803223
O[C@]12C[C@H]1C=C1CC[C@H]12,4.36116886138916
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,4.63047981262207
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,3.998958110809326
C[C@@]12CC(=O)CO[C@@H]1C2,4.3270182609558105
OC[C@H]1CC[C@H]2C[C@@H]1C2,5.686036586761475
C[C@H]1N[C@@]12CCCC2=O,4.676276683807373
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,3.1064789295196533
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,4.302800178527832
OC[C@H]1CC[C@@H](O)C1,4.842075824737549
N#CCC[C@]1(CO)CO1,3.979719638824463
C[C@H]1[C@@H](C#N)[C@H]1C#N,2.9126250743865967
CCC#C[C@H]1[C@H]2CC[C@@H]12,4.96724796295166
CCC1=C(C#N)COC1,4.01498556137085
CC[C@]12C[C@](C#N)(C1)N2,4.350638389587402
CC1=C[C@H]2C[C@]1(C=O)C2,4.322746276855469
C[C@H]1NC(=O)N[C@H]2C[C@H]21,4.409088134765625
O=CO[C@H]1CCNC1=O,3.405314683914185
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,3.066777467727661
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,4.367454528808594
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,5.081236362457275
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,3.3034350872039795
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,3.966522216796875
C[C@H]1CC[C@]1(O)CC#N,4.616030693054199
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,4.67673921585083
C[C@H]1OC([NH-])[C@]1(C)C#N,3.6667888164520255
OCC[C@@]1(O)C[N@H+]2C[C@H]21,4.612765312194824
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,4.111830711364746
COC[C@]12CO[C@H]1CN2,4.645446300506592
C[C@H]1C[C@H]2CC[C@]21O,4.806891441345215
O=C1C[C@H]2O[C@H]2CN1,3.293530225753784
OCC#CC12C[NH+](C1)C2,4.02333927154541
O=COCc1cnco1,2.7568671703338623
N[C@@]1(CCO)COC1=O,3.993706464767456
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,2.645463705062866
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,4.270718097686768
c1nc([C@H]2CCO2)co1,3.4344849586486816
CC(C)N(C)C(=N)C=O,4.903573513031006
C#CCc1nc(O)no1,2.40513277053833
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,3.754980564117432
CC#C[C@H]1C[C@H](CC)C1,5.560347080230713
C[NH2+]C1COC(=O)N1C,3.699279308319092
C[C@H]1C[C@@H](O)C=CCO1,4.959737300872803
N#C[C@H]1NC[C@H]2CN[C@H]21,4.117681503295898
C#CCc1cc[nH]n1,2.9460134506225586
C#C[C@@]1(C=O)C[C@@H]1O,2.8398890495300293
CC[C@]12O[C@H]1C=CC2=O,3.682081460952759
O=c1cncn[nH]1,1.8968786001205444
CC[C@]12C[C@H](CO1)CO2,5.0140790939331055
O[C@H]1[C@@H]2CC[C@@]1(O)C2,4.2212748527526855
CC1=NOC([NH-])=C[CH+]1C,3.67789077758789
O=C1CC2(CO2)C1,2.7206215858459477
CC1=CC[C@@H]2O[C@H]1C2=O,3.7028708457946777
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,4.390149116516113
CNC(=O)CO[CH+][NH-],3.522568464279175
CC[C@H]1OC[C@H]1CC#N,4.638289451599121
O=C[C@H](CO)OCCO,4.240050792694092
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,3.7273612022399902
CC(C)(C#N)C1(O)CC1,4.587295055389404
CC[C@]12C[C@H]1[C@H]1C[C@H]12,4.823354244232178
NC(=O)c1ncccn1,2.8160789012908936
O=C[C@H]1OCOC12CC2,3.6676321029663086
O[C@H]1CC[C@]2(CO2)C1,4.192811965942383
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,4.657174110412598
CCC#Cc1cocn1,3.394157886505127
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,4.378230571746826
CO[C@H]1CCOC1(C)C,5.557653427124023
O[C@@H]1[C@H](O)[C@]12CCCO2,4.332052707672119
C1=Cc2[nH]nnc2OC1,2.8422837257385254
O[C@H]1CCC[C@H]2N[C@@H]12,4.591975688934326
CC(=O)[C@H]1OC([NH-])[C@H]1O,3.3285510540008545
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,5.547449111938477
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,3.371708393096924
C[C@@H]1CC[C@H](C)N1C=O,5.303417205810547
N#C[C@H]1CCCCN1,4.2755889892578125
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,3.715714454650879
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,3.750844717025757
NC1=CN[C@@H]2[C@@H](O)CN12,3.436253547668457
Nc1nn[nH]c1[C@H]1CN1,3.469887018203736
CCCO[C@@H](C)[C@H]1CO1,5.518169403076172
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,4.323888778686523
O[C@H]1C[C@H]2CCC[C@@H]1C2,5.723397731781006
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,5.030378341674805
C#C[C@H](O)[C@H](C=O)CC,4.20805025100708
O=C1/C=C\NCCCO1,4.080020904541016
CO[C@H](C1CC1)[C@@H](C)O,5.541979789733887
CC1=CCC[C@@]2(C)N[C@@H]12,5.314030170440674
C#Cc1c(C)coc1N,3.3524699211120605
C[C@H]1C[C@H]2[N@@H+]1C21COC1,4.652167320251465
CC1=CCC([NH-])OC1,3.884588479995728
C#C[C@@]1(N)C[C@@]1(C)C#N,3.6436588764190674
CC[C@H]1CN=COC1=O,4.032917499542236
C[C@]12N[C@H]1[C@@H](C#N)[C@H]2N,4.040618419647217
O=C1C[C@H]2O[C@H]3[C@@H](N1)[C@H]32,3.4547574520111084
O=C[C@@H]1[NH2+][CH+]O[C@@H]1C=O,2.7113969326019287
OC[C@]1(O)[C@H](O)[C@@H]2O[C@@H]21,3.670380592346192
O=CNC(=O)C(=O)CO,2.6669607162475586
