smiles,alpha
[NH-]C1=C[CH-][C@@H](O)CCO1,78.52999877929688
C[NH2+][C@@H](C)OC(C)=O,68.4000015258789
O=C1[C@H]2[C@@H](CO)[C@H]2[C@@H]1O,69.08000183105469
C[C@@H](O)[C@H]1[C@H]2C[C@@H](O)[C@H]21,78.26000213623047
CC[C@@H](C)[C@@H](CC)OC,92.83999633789062
C[C@@H]1C(=O)[C@@H]2N[C@@H]2[C@@H]1O,70.8499984741211
O=CCc1ccncn1,74.61000061035156
CC[C@H]1C[C@@H](CO)CO1,82.2699966430664
N#C[C@H]1C[N@H+]2CC=C[C@@H]12,77.2300033569336
CC(=O)NCC[C@H]1CO1,77.22000122070312
N#C[C@@H]1C[C@@H](O)C[C@H]1O,72.23999786376953
CNC(=O)COC(C)C,81.30000305175781
C[C@H]1C[C@]12C=CCCC2,93.41000366210938
N#CC1(O)CCCC1,68.0
CC[C@]12[C@@H](O)[C@@H]3C14OC342,74.75
O[C@H]1[C@@H]2CC=C[C@H]1CC2,81.37999725341797
C[C@H]1C[C@]2(C=O)[C@H]1[C@@H]2C,85.72000122070312
CCOC(=O)NC,58.970001220703125
CCC(=O)[C@H]1OC[C@H]1O,71.62999725341797
C1=C[C@H]2[C@@H]3OCO[C@H]2[C@H]13,71.43000030517578
CCc1conc1CC,80.87999725341797
CC#CC(=O)OCCO,77.0199966430664
C[C@]12CO[C@H]1[C@@H](CO)N2,75.05000305175781
N#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,68.95999908447266
CC1(C)CCOCO1,70.3499984741211
O=C1OC[C@@H]1NCCO,69.08999633789062
N#C[C@@]1(O)[C@@H]2N[C@@H]2[C@@H]1N,69.94999694824219
C#C[C@H](C)[C@H]1COC1=O,73.76000213623047
COCCC1(CO)CC1,82.98999786376953
O=CC[C@@]1(O)[C@@H]2OC[C@@H]21,68.4800033569336
C[C@@]1(C=O)OCOC1[NH-],66.3499984741211
C[C@H]1C[C@H]2C[C@]1(O)C2,73.8499984741211
CC(=O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,76.41999816894531
C[N@@H+](CC=O)C1CC1,72.66999816894531
CCc1ccnc(O)c1,82.23999786376953
C#C[C@@H]1C[C@H](C)[C@@]1(C)O,85.12000274658203
C[C@H]1C=CC[C@@H]2C[C@H]1O2,83.41000366210938
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,69.55999755859375
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,66.75
C[C@]12CC[C@H]1CC(=O)C2,81.4000015258789
O=C1OCC=CC[C@@H]1O,69.55000305175781
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,78.16999816894531
C[C@@H]([NH-])OC(=O)C=O,57.38999938964844
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,76.5199966430664
OC[C@H]1[C@@H]2CO[C@H]1C2,67.38999938964844
Cn1c(CO)cnc1O,71.0999984741211
CO[C@H]1C[C@@H](O)[C@@]12CN2,76.02999877929688
C[C@H]1C[C@H]2C[C@]21CC#N,82.75
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,72.77999877929688
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,79.37999725341797
CC[C@](C)(C=O)CO,70.97000122070312
CC[C@]12O[C@H]1C=C[C@H]2O,74.97000122070312
C#C[C@H]1C=CC[C@@]12CN2,82.45999908447266
C[C@H]1CCN(C)C(=O)O1,76.98999786376953
CC1(C)[C@H](C=O)C[C@@H]1O,79.68000030517578
C[C@@]1(CO)C[C@H]1[C@H]1CO1,79.54000091552734
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,82.0999984741211
O[C@@H]1C=CC2(CC2)C1,74.38999938964844
N#CCCC1C23CC12O3,76.76000213623047
C[C@@]1(C#N)OC[C@H]2O[C@H]21,68.16999816894531
C[C@H]1O[C@@]12COC([NH-])C2,73.91999816894531
C#C[C@]1(CC)C[C@H]2O[C@H]21,80.69000244140625
C#CC1=CC(=O)NCC1,83.52999877929688
C[C@H](C=O)CCO,61.52999877929688
CN1CCOC1=O,54.09000015258789
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,73.5
C[C@@]1(O)CC[C@H]1C=O,68.08999633789062
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,86.52999877929688
C[C@H]1N[C@@]12COC21CC1,79.75
COC(=O)[C@H]1N[C@H]1C#N,67.0999984741211
N=CNc1cnon1,59.20000076293945
C#CC[C@@H]1O[C@@H]1CC=O,76.30999755859375
O=CN1CCCNC1=O,71.4000015258789
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,76.38999938964844
Cc1c[nH]c(N)c1C,75.29000091552734
CC1(NC(=O)C=O)CC1,74.12999725341797
CC1(C)[C@@H]2C[C@H]1OC2=O,74.69000244140625
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,71.37000274658203
C[C@@]1(C[C@@H](O)C=O)CN1,75.87999725341797
N#Cc1c[nH]cc1N,67.63999938964844
O=c1ncc(CO)no1,64.3499984741211
CC(C)[C@H]1C[C@@H](O)C1=O,79.45999908447266
CCC(=O)C(=O)N(C)C,78.77999877929688
CNc1ncoc1C,68.73999786376953
CC(C)(O)CCCCO,86.16000366210938
NC(=O)C1=CCCCC1,82.7699966430664
C#C[C@@H](CC#N)C1CC1,82.12000274658203
CN(C)C(=O)[C@H]1CCO1,77.22000122070312
N#CC#C[C@H](C#N)CN,80.72000122070312
NC(=O)N1[C@@H]2C=CC[C@@H]21,72.41000366210938
C#C[C@@]1(C)[C@H](O)[C@@H]1C,75.11000061035156
C#C[C@@](N)(C#N)CCC,82.05999755859375
CC1=CN(C=O)C[C@H]1O,79.83000183105469
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,73.7300033569336
N#CCNc1ncon1,64.79000091552734
C[C@H]1CCC[C@H]1C=O,74.91999816894531
CC1=CCCNCC1=O,83.44000244140625
N#C[C@@H]1OC(=O)C[C@@H]1N,65.12999725341797
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,65.66000366210938
C#C[C@H](CC(N)=O)OC,75.48999786376953
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,77.26000213623047
C#C[C@@]12C[C@@H]1CO[C@@H]2C,82.2300033569336
CCOC(=O)C1CCC1,80.98999786376953
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,79.37000274658203
CCN[C@H](C#N)CNC,85.19000244140625
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,78.30999755859375
CCCC[N@@H+](C)CC#N,88.44000244140625
CC1(C)C[C@]12C[C@H](C)C2,94.19000244140624
O=C1N[C@H]2CO[C@@H]12,50.58000183105469
C[C@H]1O[C@H]1[C@H]1CCC1=O,75.91000366210938
CN[C@@H](C=O)[C@@H](C)C#N,77.02999877929688
C[NH2+]C1C[C@@H](CO)CO1,78.4000015258789
CO[C@]12C=CC[C@H]1[C@H]2O,76.31999969482422
O=C1C=CC(=O)[C@@H]2C[C@H]12,73.68000030517578
COc1coc(C#N)c1,74.6500015258789
CC1(C)[C@H](C#N)[C@@H]1O,69.81999969482422
O=C1CC[C@H](CO)CN1,75.94999694824219
CC[C@H]1CO[C@H]1CC#N,79.86000061035156
[NH-]C1OC=C(N)N=C1F,68.12000274658203
C#CC#C[C@@H]1C[N@@H+]1C,86.37000274658203
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,86.11000061035156
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,76.7699966430664
Cc1[nH]c(O)nc1CO,71.86000061035156
Cn1nnc(O)nc1=O,64.33999633789062
O=CC[C@H]1OC12CCC2,77.58000183105469
N#C[C@H]1CCC2(CC2)C1,83.69000244140625
OCC#Cc1cn[nH]n1,77.41999816894531
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,77.08999633789062
NCc1nc(N)co1,64.30000305175781
Cc1ccc(CCO)o1,80.41000366210938
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,87.33000183105469
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,71.37000274658203
O=Cc1ccn[nH]c1=O,71.36000061035156
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,73.48999786376953
O=C[C@H](O)CC#CCO,75.55999755859375
CC[NH2+]C(C)OCCO,83.2300033569336
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,83.31999969482422
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,68.45999908447266
CC1=C[C@H]2CC[C@H]2C1,80.83000183105469
N#CC[C@]1(O)COC1[NH-],66.19999694824219
C#CCOc1nn[nH]n1,66.38999938964844
CC[C@@H](C)O[C@@H](C)CO,85.95999908447266
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,80.91000366210938
CC(=O)[C@]12C[C@H]1NC2=O,70.4800033569336
C#CC[C@@]1(C)C[C@@H]1CC,92.55999755859376
C#CC1(CCCC)CC1,92.77999877929688
NC1=CC(=O)NC12CC2,78.16000366210938
NC(=O)[C@@H](O)COC=O,63.290000915527344
NC(=O)[C@]12CO[C@H](C1)C2,71.41999816894531
CNC1=CC(C)[C@H](C)O1,88.94999694824219
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,70.87000274658203
C[C@H](C=O)CC[NH+]1CC1,84.6500015258789
FC(F)(F)c1ccno1,49.56999969482422
C[C@H]1[N@H+]2C[C@H]2CC12CC2,84.5999984741211
C[C@]12OCC(=O)[C@H]1[C@H]2O,69.31999969482422
Nc1[nH]ncc1CC=O,72.83000183105469
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,73.11000061035156
Cn1cc(N)cc1CO,81.08999633789062
CCN[C@@H]1C([NH-])O[C@@H]1C,81.23999786376953
CN(C=N)c1ccon1,75.70999908447266
OC1C=C2[C@@H]3C[C@@H]3N2N1,71.87000274658203
C[C@H]1CC([NH-])NC(=O)O1,72.16000366210938
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,62.09999847412109
C[C@@]1(C=O)[NH2+][CH+]OC1=O,62.45000076293945
CCOC1(C#N)COC1,72.97000122070312
Nc1nc(=O)c(F)no1,56.880001068115234
O=C1N[C@H](CO)[C@@H]2CN12,68.62000274658203
C#C[C@H]1OCC12CCC2,81.05999755859375
C1COCC2(C1)CCC2,85.04000091552734
C#C[C@@H]1[C@H](O)C[C@H]1NO,75.33999633789062
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,74.7300033569336
CCC[C@H]1OCOC1[NH-],76.58999633789062
N#C[C@@H]1C[C@H](NO)[C@@H]1O,69.91999816894531
CCO/C(=N/C)NC=O,78.52999877929688
ONc1c[cH+]oc(F)c1,68.0999984741211
COC[C@H]1OCC[C@H]1C,82.29000091552734
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,74.8499984741211
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,69.26000213623047
C[NH2+][CH+]OCC=O,59.58000183105469
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,78.37999725341797
CN(C=O)[C@H]1CCOC1,75.87999725341797
NC(=O)c1ccc(N)[nH]1,78.44999694824219
C1=CCc2[nH]cnc2C1,79.05000305175781
O=C1CCCOCOC1,71.88999938964844
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,69.72000122070312
CC[C@@H](C)c1ccno1,81.72000122070312
CN1CCc2n[nH]cc21,79.30000305175781
Cc1c[nH]nc(C)c1=O,79.9800033569336
C#CCC#CCC1CC1,90.05999755859375
N#CC[C@@H]1[C@H](O)C[C@@H]1O,72.22000122070312
O=c1cccco1,55.470001220703125
CC(=O)c1cncnc1,74.27999877929688
C#C[C@]1(C)C[C@]1(C)C#N,83.41999816894531
C#Cc1cc(N)on1,66.61000061035156
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,78.47000122070312
CCOc1n[nH]nc1C,75.29000091552734
O[C@]12CCC[NH2+][C@H]1OC2,72.43000030517578
C[N@H+]1C[C@H]1COCC=O,77.7300033569336
C[C@@H](CCO)C(=O)C#N,73.9000015258789
N=CN1CC(=O)CC1=O,69.31999969482422
C[C@H]1OC(=O)N[C@H]1C=O,65.2300033569336
O[C@]12C[C@H]1C=C1CC[C@H]12,81.33000183105469
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,79.55999755859375
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,75.88999938964844
C[C@@]12CC(=O)CO[C@@H]1C2,74.93000030517578
OC[C@H]1CC[C@H]2C[C@@H]1C2,84.27999877929688
C[C@H]1N[C@@]12CCCC2=O,80.41999816894531
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,65.23999786376953
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,71.69000244140625
OC[C@H]1CC[C@@H](O)C1,70.41000366210938
N#CCC[C@]1(CO)CO1,72.31999969482422
C[C@H]1[C@@H](C#N)[C@H]1C#N,66.54000091552734
CCC#C[C@H]1[C@H]2CC[C@@H]12,92.56999969482422
CCC1=C(C#N)COC1,82.01000213623047
CC[C@]12C[C@](C#N)(C1)N2,82.1500015258789
CC1=C[C@H]2C[C@]1(C=O)C2,81.55999755859375
C[C@H]1NC(=O)N[C@H]2C[C@H]21,75.83999633789062
O=CO[C@H]1CCNC1=O,67.22000122070312
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,67.86000061035156
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,74.12000274658203
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,87.97000122070312
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,70.6500015258789
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,72.16999816894531
C[C@H]1CC[C@]1(O)CC#N,79.37999725341797
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,74.01000213623047
C[C@H]1OC([NH-])[C@]1(C)C#N,74.25
OCC[C@@]1(O)C[N@H+]2C[C@H]21,74.48999786376953
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,73.05000305175781
COC[C@]12CO[C@H]1CN2,75.79000091552734
C[C@H]1C[C@H]2CC[C@]21O,74.08999633789062
O=C1C[C@H]2O[C@H]2CN1,61.04999923706055
OCC#CC12C[NH+](C1)C2,84.0
O=COCc1cnco1,65.37999725341797
N[C@@]1(CCO)COC1=O,67.81999969482422
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,59.220001220703125
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,66.58000183105469
c1nc([C@H]2CCO2)co1,69.62000274658203
CC(C)N(C)C(=N)C=O,82.94999694824219
C#CCc1nc(O)no1,65.04000091552734
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,72.52999877929688
CC#C[C@H]1C[C@H](CC)C1,97.11000061035156
C[NH2+]C1COC(=O)N1C,73.76000213623047
C[C@H]1C[C@@H](O)C=CCO1,80.4000015258789
N#C[C@H]1NC[C@H]2CN[C@H]21,75.02999877929688
C#CCc1cc[nH]n1,68.02999877929688
C#C[C@@]1(C=O)C[C@@H]1O,66.4800033569336
CC[C@]12O[C@H]1C=CC2=O,73.20999908447266
O=c1cncn[nH]1,50.959999084472656
CC[C@]12C[C@H](CO1)CO2,77.4000015258789
O[C@H]1[C@@H]2CC[C@@]1(O)C2,66.58000183105469
CC1=NOC([NH-])=C[CH+]1C,81.81999969482422
O=C1CC2(CO2)C1,54.38999938964844
CC1=CC[C@@H]2O[C@H]1C2=O,74.19999694824219
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,73.3499984741211
CNC(=O)CO[CH+][NH-],65.70999908447266
CC[C@H]1OC[C@H]1CC#N,79.86000061035156
O=C[C@H](CO)OCCO,69.08999633789062
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,73.41000366210938
CC(C)(C#N)C1(O)CC1,78.48999786376953
CC[C@]12C[C@H]1[C@H]1C[C@H]12,78.02999877929688
NC(=O)c1ncccn1,70.94000244140625
O=C[C@H]1OCOC12CC2,68.26000213623047
O[C@H]1CC[C@]2(CO2)C1,67.41000366210938
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,74.80999755859375
CCC#Cc1cocn1,84.06999969482422
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,72.69999694824219
CO[C@H]1CCOC1(C)C,81.5999984741211
O[C@@H]1[C@H](O)[C@]12CCCO2,71.44000244140625
C1=Cc2[nH]nnc2OC1,71.45999908447266
O[C@H]1CCC[C@H]2N[C@@H]12,70.08999633789062
CC(=O)[C@H]1OC([NH-])[C@H]1O,67.56999969482422
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,86.19000244140625
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,65.55000305175781
C[C@@H]1CC[C@H](C)N1C=O,83.06999969482422
N#C[C@H]1CCCCN1,72.05000305175781
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,72.80000305175781
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,65.97000122070312
NC1=CN[C@@H]2[C@@H](O)CN12,73.45999908447266
Nc1nn[nH]c1[C@H]1CN1,71.73999786376953
CCCO[C@@H](C)[C@H]1CO1,83.37000274658203
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,82.94000244140625
O[C@H]1C[C@H]2CCC[C@@H]1C2,83.30000305175781
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,86.12000274658203
C#C[C@H](O)[C@H](C=O)CC,78.38999938964844
O=C1/C=C\NCCCO1,75.68000030517578
CO[C@H](C1CC1)[C@@H](C)O,81.80000305175781
CC1=CCC[C@@]2(C)N[C@@H]12,88.66000366210938
C#Cc1c(C)coc1N,81.7300033569336
C[C@H]1C[C@H]2[N@@H+]1C21COC1,79.23999786376953
CC1=CCC([NH-])OC1,72.55000305175781
C#C[C@@]1(N)C[C@@]1(C)C#N,80.30999755859375
CC[C@H]1CN=COC1=O,72.0999984741211
C[C@]12N[C@H]1[C@@H](C#N)[C@H]2N,76.87000274658203
O=C1C[C@H]2O[C@H]3[C@@H](N1)[C@H]32,67.9000015258789
O=C[C@@H]1[NH2+][CH+]O[C@@H]1C=O,62.9900016784668
OC[C@]1(O)[C@H](O)[C@@H]2O[C@@H]21,62.7400016784668
O=CNC(=O)C(=O)CO,62.16999816894531
C#Cc1cn[nH+]c([NH-])n1,80.4000015258789
CC[C@@]12[C@H]3[C@@H]4[C@@H]([N@@H+]41)[C@]32O,74.94000244140625
C1C[C@H]2[C@H]3[C@@H]1[C@@]21CO[C@@H]31,79.48999786376953
