smiles,mu
C[C@]12CNC1=CC(=O)N2,4.613399982452393
CC[C@]1(C)[C@H]2C[N@@H+]3[C@H]2[C@@H]31,1.836899995803833
C#C[C@@]12OC[C@@H]1C[C@@H]2C,1.7905999422073364
CO[C@H]1[C@H]2O[C@@H]3[C@H]2[C@@]31O,0.95770001411438
C[C@@H]1[C@@H]2[C@H](O)[C@@H]3[C@H]1[N@H+]23,1.6021000146865845
C[N@H+]1CC(=O)[C@H]2C[C@]21C,3.346199989318848
NC(=O)[C@H]1CC12COC2,4.225900173187256
C#C[C@]12C[C@H]1[N@H+](C)[CH+][NH2+]2,3.7291998863220215
[NH-]c1cc(F)[nH+]cc1N,3.711899995803833
COC[C@@H](C)[C@H]1CCO1,1.0703999996185305
C[C@]12N[C@H]1[C@@H](O)[C@H]2C=O,4.667500019073486
C[C@H]1[C@@H](O)[C@H]2C[C@]1(C)O2,0.9505000114440918
CC#C[C@@H](C)C1CC1,0.1871999949216842
C[C@]1(CO)C=CC(=O)O1,3.876100063323975
C1O[C@]12[C@@H]1N[C@H]2[C@@H]2N[C@@H]21,2.8159000873565674
C#CC(=O)[C@@H](C)CC=O,3.6684999465942383
O[C@H]1CC=C2CCO[C@H]21,2.0183000564575195
O=C1CCc2ocnc21,4.6427001953125
[CH+]1[NH2+]C[C@]2(O1)[C@H]1C[C@@H]2C1,1.892300009727478
C[C@H]1[C@H]2N[C@@]2(C=O)[C@H]1C,2.649399995803833
C[C@@]12C[C@@H](OC=O)[C@@H]1C2,4.096499919891357
N#C[C@H](O)c1ccco1,4.082799911499023
O=CNC1=CCC[C@@H]1O,2.588200092315674
COCCCCCO,2.333899974822998
CCNC1=C(C)[CH-]CO1,2.656899929046631
C[CH+]1C=CC([NH-])OC1O,2.6486001014709477
O=C1C(=O)[C@H]2CC[C@@H]1N2,3.749599933624268
NC(=O)[C@H]1O[C@H]1C1CC1,4.009699821472168
C#CCc1c[nH]nc1C,2.0683999061584477
N#CC(=O)c1nc[nH]n1,6.866199970245361
C[C@H]1N[C@]2(C[C@H]2O)C1=O,2.7472000122070312
CCC1(C)C23CC12O3,1.9235999584198
COCCn1cnnc1,5.798999786376953
C#C[C@]12[C@H]3[C@@H]4[C@H]([N@H+]31)[C@@]42O,1.2412999868392944
O=C[C@]12C=C[C@H](C1)[C@@H]2O,3.290299892425537
O=C[C@@H]1[C@@H]2C[C@H]1OC2=O,3.0020999908447266
CC[C@@](C)(OC)C(C)C,1.0068999528884888
O=C1OCCC=C1CO,3.4423999786376958
O=CN1C[C@H]2[C@@H]1[C@H]1C[N@H+]12,2.861599922180176
CC[C@H]1C[C@]1(O)CCO,0.5175999999046326
OC[C@@H]1[C@@H]2[C@@H]3C[C@@H]3[C@H]12,1.1680999994277954
C1O[C@@H]2[C@@H]3[C@H]1[C@]21OC[C@@H]31,2.0643999576568604
C[C@]12CC(=O)[C@@]1(C#N)N2,5.580100059509277
[NH-]C1=C[CH-][C@@H](O)CCO1,3.257499933242798
C[NH2+][C@@H](C)OC(C)=O,1.87720000743866
O=C1[C@H]2[C@@H](CO)[C@H]2[C@@H]1O,1.4585000276565552
C[C@@H](O)[C@H]1[C@H]2C[C@@H](O)[C@H]21,3.30430006980896
CC[C@@H](C)[C@@H](CC)OC,0.977500021457672
C[C@@H]1C(=O)[C@@H]2N[C@@H]2[C@@H]1O,2.8039000034332275
O=CCc1ccncn1,1.948799967765808
CC[C@H]1C[C@@H](CO)CO1,1.7156000137329102
N#C[C@H]1C[N@H+]2CC=C[C@@H]12,3.1679999828338623
CC(=O)NCC[C@H]1CO1,2.5985000133514404
N#C[C@@H]1C[C@@H](O)C[C@H]1O,5.214499950408936
CNC(=O)COC(C)C,3.634900093078613
C[C@H]1C[C@]12C=CCCC2,0.3328000009059906
N#CC1(O)CCCC1,3.588200092315674
CC[C@]12[C@@H](O)[C@@H]3C14OC342,2.3785998821258545
O[C@H]1[C@@H]2CC=C[C@H]1CC2,1.5850000381469729
C[C@H]1C[C@]2(C=O)[C@H]1[C@@H]2C,3.326299905776977
CCOC(=O)NC,2.374500036239624
CCC(=O)[C@H]1OC[C@H]1O,1.3796000480651855
C1=C[C@H]2[C@@H]3OCO[C@H]2[C@H]13,1.2294000387191772
CCc1conc1CC,3.167799949645996
CC#CC(=O)OCCO,2.839400053024292
C[C@]12CO[C@H]1[C@@H](CO)N2,1.0683000087738037
N#C[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1O[C@H]42,4.226600170135498
CC1(C)CCOCO1,1.871399998664856
O=C1OC[C@@H]1NCCO,4.139800071716309
N#C[C@@]1(O)[C@@H]2N[C@@H]2[C@@H]1N,2.283099889755249
C#C[C@H](C)[C@H]1COC1=O,4.117099761962891
COCCC1(CO)CC1,1.506500005722046
O=CC[C@@]1(O)[C@@H]2OC[C@@H]21,2.9267001152038574
C[C@@]1(C=O)OCOC1[NH-],3.6540000438690186
C[C@H]1C[C@H]2C[C@]1(O)C2,1.268100023269653
CC(=O)[C@@]12C[C@H]3C[C@@H]1[N@H+]32,3.8006999492645264
C[N@@H+](CC=O)C1CC1,2.750600099563598
CCc1ccnc(O)c1,1.5187000036239624
C#C[C@@H]1C[C@H](C)[C@@]1(C)O,0.8403000235557556
C[C@H]1C=CC[C@@H]2C[C@H]1O2,1.4853999614715576
C[C@H]1O[C@@H]2[C@H](C=O)[C@@H]2O1,3.9530999660491934
O[C@]12C[C@H]1[C@H]1OCO[C@H]12,0.521399974822998
C[C@]12CC[C@H]1CC(=O)C2,2.8857998847961426
O=C1OCC=CC[C@@H]1O,3.774499893188477
C[C@@]12[CH-][C@@H]3CO[C@@H]3[C@@H]1N2,2.553100109100342
C[C@@H]([NH-])OC(=O)C=O,3.764899969100952
C1C[C@@H]2[C@H]1C[C@@H]1C[C@@H]12,0.2630000114440918
OC[C@H]1[C@@H]2CO[C@H]1C2,2.29229998588562
Cn1c(CO)cnc1O,3.8024001121521
CO[C@H]1C[C@@H](O)[C@@]12CN2,3.0977001190185547
C[C@H]1C[C@H]2C[C@]21CC#N,3.955100059509277
O=C1[C@@H]2[C@@H]3[C@H]1[N@@H+]3C21CC1,2.379499912261963
C1=C[C@@H]2[C@@H]3O[C@H](C=C1)[C@H]23,1.6746000051498413
CC[C@](C)(C=O)CO,2.903599977493286
CC[C@]12O[C@H]1C=C[C@H]2O,1.9769999980926516
C#C[C@H]1C=CC[C@@]12CN2,1.092900037765503
C[C@H]1CCN(C)C(=O)O1,4.934599876403809
CC1(C)[C@H](C=O)C[C@@H]1O,3.259700059890747
C[C@@]1(CO)C[C@H]1[C@H]1CO1,2.740000009536743
CC[C@@]12C[C@H]3[C@@H](O1)[C@]32C,1.729599952697754
O[C@@H]1C=CC2(CC2)C1,1.761199951171875
N#CCCC1C23CC12O3,2.333400011062622
C[C@@]1(C#N)OC[C@H]2O[C@H]21,2.5483999252319336
C[C@H]1O[C@@]12COC([NH-])C2,3.7474000453948975
C#C[C@]1(CC)C[C@H]2O[C@H]21,1.269700050354004
C#CC1=CC(=O)NCC1,4.106900215148926
C[C@H](C=O)CCO,3.437599897384644
CN1CCOC1=O,4.7708001136779785
O=C1C[C@@H]([C@H]2CN2)[C@@H]1O,0.9204000234603882
C[C@@]1(O)CC[C@H]1C=O,1.6468000411987305
C[C@H]1C=C[C@H]2[C@H]3C[C@@H]1[C@@H]23,0.4160999953746795
C[C@H]1N[C@@]12COC21CC1,1.8398000001907349
COC(=O)[C@H]1N[C@H]1C#N,3.2221999168396
N=CNc1cnon1,4.905300140380859
C#CC[C@@H]1O[C@@H]1CC=O,2.6285998821258545
O=CN1CCCNC1=O,7.00029993057251
C[N@H+]1[C@@H]2[C@@H]3CC(=O)[C@@H]3[C@@H]21,3.782700061798096
Cc1c[nH]c(N)c1C,0.9279999732971193
CC1(NC(=O)C=O)CC1,2.180799961090088
CC1(C)[C@@H]2C[C@H]1OC2=O,4.405099868774414
N#C[C@@]12C=C[C@H](O)[C@@H]1N2,1.8249000310897827
C[C@@]1(C[C@@H](O)C=O)CN1,4.2291998863220215
N#Cc1c[nH]cc1N,5.927999973297119
O=c1ncc(CO)no1,6.988699913024902
CC(C)[C@H]1C[C@@H](O)C1=O,2.198699951171875
CCC(=O)C(=O)N(C)C,2.4135000705718994
CNc1ncoc1C,1.8947999477386477
CC(C)(O)CCCCO,0.1211000010371208
NC(=O)C1=CCCCC1,3.5710999965667725
C#C[C@@H](CC#N)C1CC1,4.321400165557861
CN(C)C(=O)[C@H]1CCO1,4.553299903869629
N#CC#C[C@H](C#N)CN,4.905700206756592
NC(=O)N1[C@@H]2C=CC[C@@H]21,2.886399984359741
C#C[C@@]1(C)[C@H](O)[C@@H]1C,1.8272000551223757
C#C[C@@](N)(C#N)CCC,4.468400001525879
CC1=CN(C=O)C[C@H]1O,2.365400075912476
C1O[C@H]2[C@H]3[C@@H]1[C@@H]2[N@H+]1C[C@@H]31,1.0706000328063965
N#CCNc1ncon1,3.146899938583374
C[C@H]1CCC[C@H]1C=O,2.8982999324798584
CC1=CCCNCC1=O,3.2960000038146973
N#C[C@@H]1OC(=O)C[C@@H]1N,4.615900039672852
N#C[C@]12O[C@H]1C[C@H]1O[C@H]12,4.485700130462647
C#C[C@H](CC(N)=O)OC,4.118299961090088
C[C@@]12C[C@@H]3O[C@@H]3C[N@@H+]1C2,1.2135000228881836
C#C[C@@]12C[C@@H]1CO[C@@H]2C,0.902999997138977
CCOC(=O)C1CCC1,1.685099959373474
COC[C@@]12[C@@H]3[C@H]4[C@@H]3[C@@H]1[C@H]42,1.0700000524520874
CCN[C@H](C#N)CNC,4.6778998374938965
C[C@@H]1[C@H](C)[C@@H]2NC(=O)[C@H]12,3.694499969482422
CCCC[N@@H+](C)CC#N,4.287600040435791
CC1(C)C[C@]12C[C@H](C)C2,0.1306000053882599
O=C1N[C@H]2CO[C@@H]12,4.378799915313721
C[C@H]1O[C@H]1[C@H]1CCC1=O,2.796999931335449
CN[C@@H](C=O)[C@@H](C)C#N,3.32669997215271
C[NH2+]C1C[C@@H](CO)CO1,2.2855000495910645
CO[C@]12C=CC[C@H]1[C@H]2O,1.2668999433517456
O=C1C=CC(=O)[C@@H]2C[C@H]12,1.696499943733215
COc1coc(C#N)c1,5.608500003814697
CC1(C)[C@H](C#N)[C@@H]1O,3.987499952316284
O=C1CC[C@H](CO)CN1,4.838699817657471
CC[C@H]1CO[C@H]1CC#N,5.743500232696533
[NH-]C1OC=C(N)N=C1F,4.2210001945495605
C#CC#C[C@@H]1C[N@@H+]1C,0.8256999850273132
CC(C)O[C@@H]1[C@@H]2CC[C@@H]21,1.0187000036239624
CC1=C[C@@](C)(O)[C@H]2O[C@@H]12,2.3643999099731445
Cc1[nH]c(O)nc1CO,2.6466000080108643
Cn1nnc(O)nc1=O,3.498699903488159
O=CC[C@H]1OC12CCC2,3.302299976348877
N#C[C@H]1CCC2(CC2)C1,4.263299942016602
OCC#Cc1cn[nH]n1,1.6052000522613523
C#C[C@@H]1O[C@@H](C)[C@@H](C)O1,1.518399953842163
NCc1nc(N)co1,2.465399980545044
Cc1ccc(CCO)o1,1.479599952697754
CC1=C[C@H]2C[C@@H]3[C@H]2C[C@H]13,0.2463999986648559
CC1[NH2+][C@H]2[C@@H](CO)[C@H]2O1,1.491199970245361
O=Cc1ccn[nH]c1=O,5.024700164794922
C1C[N@@H+]2[C@@H]3[C@H]1[C@H]2[C@@H]1O[C@@H]13,3.212300062179565
O=C[C@H](O)CC#CCO,2.220099925994873
CC[NH2+]C(C)OCCO,2.191999912261963
C#CC1=C[C@H]2[C@H]3C[C@@H]1[N@H+]32,1.5664000511169434
C[C@]12[C@@H]3C[N@H+]1[C@H]2C(=O)O3,4.161300182342529
CC1=C[C@H]2CC[C@H]2C1,0.2960000038146972
N#CC[C@]1(O)COC1[NH-],4.205900192260742
C#CCOc1nn[nH]n1,0.6026999950408936
CC[C@@H](C)O[C@@H](C)CO,2.303999900817871
C[C@@H]1[C@@H]2O[C@@H]2[C@@H]2[C@H](C)[C@H]12,1.7827999591827393
CC(=O)[C@]12C[C@H]1NC2=O,2.4072999954223637
C#CC[C@@]1(C)C[C@@H]1CC,0.7250999808311462
C#CC1(CCCC)CC1,0.6877999901771545
NC1=CC(=O)NC12CC2,5.854100227355957
NC(=O)[C@@H](O)COC=O,0.8593999743461609
NC(=O)[C@]12CO[C@H](C1)C2,3.868400096893311
CNC1=CC(C)[C@H](C)O1,3.385699987411499
NC(=O)[C@H]1C[C@@H]2C[C@H]1O2,4.346499919891357
C[C@H](C=O)CC[NH+]1CC1,2.5745999813079834
FC(F)(F)c1ccno1,2.8220999240875244
C[C@H]1[N@H+]2C[C@H]2CC12CC2,1.3533999919891355
C[C@]12OCC(=O)[C@H]1[C@H]2O,2.49429988861084
Nc1[nH]ncc1CC=O,1.5922000408172607
C[C@@]12[C@@H]3C[C@H]4[C@@H]([C@H]1O3)[N@H+]42,0.4623999893665313
Cn1cc(N)cc1CO,2.4756999015808105
CCN[C@@H]1C([NH-])O[C@@H]1C,2.814199924468994
CN(C=N)c1ccon1,2.6577999591827397
OC1C=C2[C@@H]3C[C@@H]3N2N1,2.404400110244751
C[C@H]1CC([NH-])NC(=O)O1,2.27209997177124
N[C@]12[C@@H]3[NH2+]C[C@H]1[C@H]2O3,3.213500022888184
C[C@@]1(C=O)[NH2+][CH+]OC1=O,3.4047999382019043
CCOC1(C#N)COC1,2.868799924850464
Nc1nc(=O)c(F)no1,5.5355000495910645
O=C1N[C@H](CO)[C@@H]2CN12,5.800000190734863
C#C[C@H]1OCC12CCC2,2.030400037765503
C1COCC2(C1)CCC2,1.252400040626526
C#C[C@@H]1[C@H](O)C[C@H]1NO,0.7730000019073486
C#C[C@]12CO[C@H]1[C@H]1N[C@H]12,2.690500020980835
CCC[C@H]1OCOC1[NH-],1.8043999671936035
N#C[C@@H]1C[C@H](NO)[C@@H]1O,3.481800079345703
CCO/C(=N/C)NC=O,2.720999956130981
ONc1c[cH+]oc(F)c1,1.2661999464035034
COC[C@H]1OCC[C@H]1C,1.384600043296814
C[C@@H](O)[C@]1(O)[C@H](O)[C@@H]1C,1.688099980354309
C[C@H]1[C@H]2[C@@H]3C(=O)[C@H]2[C@H]13,3.4261999130249023
C[NH2+][CH+]OCC=O,2.6389000415802
C[C@H]1C[C@@H]2[C@H]3C[C@@H]2[C@H]31,0.1668999940156936
CN(C=O)[C@H]1CCOC1,4.602000236511231
NC(=O)c1ccc(N)[nH]1,5.5879998207092285
C1=CCc2[nH]cnc2C1,3.355299949645996
O=C1CCCOCOC1,4.4079999923706055
CO[C@@]12C(=O)C[C@@H]1[C@@H]2O,3.7718000411987305
CC[C@@H](C)c1ccno1,3.022700071334839
CN1CCc2n[nH]cc21,2.0213000774383545
Cc1c[nH]nc(C)c1=O,4.558300018310547
C#CCC#CCC1CC1,0.7768999934196472
N#CC[C@@H]1[C@H](O)C[C@@H]1O,4.06850004196167
O=c1cccco1,4.402100086212158
CC(=O)c1cncnc1,2.330300092697144
C#C[C@]1(C)C[C@]1(C)C#N,4.292500019073486
C#Cc1cc(N)on1,3.95740008354187
C[N@H+]1C([NH-])[C@@]2(C)OC[C@@H]12,3.981100082397461
CCOc1n[nH]nc1C,1.131100058555603
O[C@]12CCC[NH2+][C@H]1OC2,2.363100051879883
C[N@H+]1C[C@H]1COCC=O,2.8617000579833984
C[C@@H](CCO)C(=O)C#N,4.475599765777588
N=CN1CC(=O)CC1=O,3.316800117492676
C[C@H]1OC(=O)N[C@H]1C=O,5.60260009765625
O[C@]12C[C@H]1C=C1CC[C@H]12,1.1710000038146973
C[C@H]1[C@H]2[C@@H]3[C@@H](O)[C@@]2(C)[N@@H+]31,2.122900009155273
C[C@]12C[C@H]1[C@H]1C(=O)C[N@H+]12,2.475399971008301
C[C@@]12CC(=O)CO[C@@H]1C2,2.3236000537872314
OC[C@H]1CC[C@H]2C[C@@H]1C2,1.2404999732971191
C[C@H]1N[C@@]12CCCC2=O,2.4456000328063965
NC(=O)[C@@H]1[C@@H]2[NH2+][CH+]O[C@@H]21,3.800100088119507
CO[C@H]1[C@H]2[C@H](O)[C@H](O)[C@@H]12,0.9526000022888184
OC[C@H]1CC[C@@H](O)C1,1.047700047492981
N#CCC[C@]1(CO)CO1,4.77810001373291
C[C@H]1[C@@H](C#N)[C@H]1C#N,6.115600109100342
CCC#C[C@H]1[C@H]2CC[C@@H]12,0.2293000072240829
CCC1=C(C#N)COC1,3.5617001056671143
CC[C@]12C[C@](C#N)(C1)N2,4.752399921417236
CC1=C[C@H]2C[C@]1(C=O)C2,2.67330002784729
C[C@H]1NC(=O)N[C@H]2C[C@H]21,4.011499881744385
O=CO[C@H]1CCNC1=O,6.782599925994873
[NH-]C1O[C@H]2[C@H](C=O)N[C@@H]12,2.7941999435424805
C[C@H]1C[C@H]2OC(=O)C[C@@H]12,4.417900085449219
C1=C[C@@H]2[C@H]3C[C@@H]2[C@H]3CC1,0.3012999892234802
[NH-][CH+]O[C@@H]1C[C@@]1(O)C=O,3.0251998901367188
C[C@@]1(C=O)[N@H+]2C[C@]1(O)C2,0.942900002002716
C[C@H]1CC[C@]1(O)CC#N,3.281599998474121
C[C@H]1[C@@H](O)[C@@H](O)[C@H]2C[N@H+]21,2.656899929046631
C[C@H]1OC([NH-])[C@]1(C)C#N,4.604000091552734
OCC[C@@]1(O)C[N@H+]2C[C@H]21,2.656100034713745
O[C@]12[C@@H]3[C@@H]4C[C@H]1[N@@H+](C4)[C@@H]32,0.1793999969959259
COC[C@]12CO[C@H]1CN2,1.2725000381469729
C[C@H]1C[C@H]2CC[C@]21O,1.2479000091552734
O=C1C[C@H]2O[C@H]2CN1,4.098199844360352
OCC#CC12C[NH+](C1)C2,2.8984999656677246
O=COCc1cnco1,3.428999900817871
N[C@@]1(CCO)COC1=O,3.74780011177063
O=C1[C@H]2[C@@H]3[C@H]4[C@@H]3N1[C@@H]24,3.8886001110076895
C[C@]1(O)[C@H](O)[C@H](O)[C@@H]1O,2.2348999977111816
c1nc([C@H]2CCO2)co1,1.2634999752044678
CC(C)N(C)C(=N)C=O,3.6084001064300537
C#CCc1nc(O)no1,3.092400074005127
O=C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,2.983299970626831
CC#C[C@H]1C[C@H](CC)C1,0.1582999974489212
C[NH2+]C1COC(=O)N1C,3.4261999130249023
C[C@H]1C[C@@H](O)C=CCO1,1.865399956703186
N#C[C@H]1NC[C@H]2CN[C@H]21,5.854100227355957
C#CCc1cc[nH]n1,2.299000024795532
C#C[C@@]1(C=O)C[C@@H]1O,2.225800037384033
CC[C@]12O[C@H]1C=CC2=O,3.081700086593628
O=c1cncn[nH]1,1.6216000318527222
CC[C@]12C[C@H](CO1)CO2,2.2040998935699463
O[C@H]1[C@@H]2CC[C@@]1(O)C2,2.3166000843048096
CC1=NOC([NH-])=C[CH+]1C,4.208600044250488
O=C1CC2(CO2)C1,2.150000095367432
CC1=CC[C@@H]2O[C@H]1C2=O,2.2571001052856445
C[C@H]1O[C@H]2C[C@@H]3[C@H]2O[C@@H]31,2.100300073623657
CNC(=O)CO[CH+][NH-],5.367899894714356
CC[C@H]1OC[C@H]1CC#N,3.435499906539917
O=C[C@H](CO)OCCO,1.6157000064849854
OC[C@]12C[C@H]3[NH2+]C[C@@H]1[N@H+]32,1.9730000495910645
CC(C)(C#N)C1(O)CC1,3.2772998809814453
CC[C@]12C[C@H]1[C@H]1C[C@H]12,0.3684000074863434
NC(=O)c1ncccn1,4.842100143432617
O=C[C@H]1OCOC12CC2,2.4728000164031982
O[C@H]1CC[C@]2(CO2)C1,2.778700113296509
CO[C@@H]1[C@H](O)C[N@@H+]2C[C@H]12,1.496899962425232
CCC#Cc1cocn1,1.591099977493286
CC[C@@]12C[C@H]3O[C@@H]1[C@@H]2O3,2.013000011444092
CO[C@H]1CCOC1(C)C,1.8460999727249143
O[C@@H]1[C@H](O)[C@]12CCCO2,1.09660005569458
C1=Cc2[nH]nnc2OC1,5.497300148010254
O[C@H]1CCC[C@H]2N[C@@H]12,2.142800092697144
CC(=O)[C@H]1OC([NH-])[C@H]1O,4.203700065612793
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,1.4616999626159668
O=C1[C@H]2N[C@]1(CO)[C@@H]2O,0.7289999723434448
C[C@@H]1CC[C@H](C)N1C=O,4.039700031280518
N#C[C@H]1CCCCN1,4.574399948120117
C1O[C@]23[C@H]4C[C@@]2(C4)O[C@H]13,1.1655000448226929
O[C@@]12C[C@H]3CO[C@@H]1[C@@H]2O3,1.7752000093460083
NC1=CN[C@@H]2[C@@H](O)CN12,3.972100019454956
Nc1nn[nH]c1[C@H]1CN1,2.912100076675415
CCCO[C@@H](C)[C@H]1CO1,1.6828999519348145
C[C@H]1[C@H]2[N@@H+](C)C[C@@]12C#N,4.759699821472168
O[C@H]1C[C@H]2CCC[C@@H]1C2,1.3286999464035034
C[C@H]1C[C@H]2[C@@H]3[C@H]4C[C@]31[C@@H]24,0.2352000027894973
C#C[C@H](O)[C@H](C=O)CC,1.5297000408172607
O=C1/C=C\NCCCO1,4.68940019607544
CO[C@H](C1CC1)[C@@H](C)O,2.3492000102996826
CC1=CCC[C@@]2(C)N[C@@H]12,1.504699945449829
C#Cc1c(C)coc1N,1.3214000463485718
C[C@H]1C[C@H]2[N@@H+]1C21COC1,2.234600067138672
CC1=CCC([NH-])OC1,3.510200023651123
C#C[C@@]1(N)C[C@@]1(C)C#N,4.284299850463867
CC[C@H]1CN=COC1=O,2.162300109863281
C[C@]12N[C@H]1[C@@H](C#N)[C@H]2N,4.923399925231934
O=C1C[C@H]2O[C@H]3[C@@H](N1)[C@H]32,4.362500190734863
